"","icpsr","name","party_code","chamber","state_abbrev","dim1","dim2","coord1D","correctYea","wrongYea","correctNay","wrongNay"
"2169","21336","BENTIVOLIO, Kerry","200","House","MI","0.723","-0.319",0.876949548721313,45,0,48,1
"2170","21337","WAGNER, Ann","200","House","MO","0.393","0.284",0.698196113109589,168,5,171,2
"2171","21338","DAINES, Steve","200","House","MT","0.588","-0.031",0.598949313163757,43,1,49,0
"2172","21339","HORSFORD, Steven","100","House","NV","-0.342","0.135",-0.290518909692764,87,2,59,5
"2173","21340","KUSTER, Ann McLane","100","House","NH","-0.26","-0.098",-0.315391302108765,189,2,158,7
"2174","31103","PAYNE, Donald, Jr.","100","House","NJ","-0.52","-0.097",-0.677177011966705,174,1,138,1
"2175","21341","LUJAN GRISHAM, Michelle","100","House","NM","-0.313","0.047",-0.401941776275635,143,5,141,3
"2176","21342","MENG, Grace","100","House","NY","-0.376","-0.217",-0.885037899017334,189,0,165,0
"2177","21343","JEFFRIES, Hakeem","100","House","NY","-0.486","-0.072",-0.557441651821136,185,3,162,0
"2178","21344","MALONEY, Sean Patrick","100","House","NY","-0.239","0.114",-0.288470715284348,191,2,159,9
"2179","21345","COLLINS, Chris","200","House","NY","0.357","0.236",0.65849494934082,163,3,147,3
"2180","21346","HUDSON, Richard","200","House","NC","0.526","0.178",0.717514038085938,167,5,165,9
"2181","21347","PITTENGER, Robert","200","House","NC","0.561","0.333",0.844382524490356,142,1,146,0
"2182","21348","MEADOWS, Mark","200","House","NC","0.605","-0.201",0.793345808982849,164,3,165,5
"2183","21349","HOLDING, George E.B.","200","House","NC","0.604","0.165",0.835611879825592,160,3,169,4
"2184","21350","CRAMER, Kevin","200","House","ND","0.4","0.383",0.730751752853394,143,1,143,1
"2185","21351","WENSTRUP, Brad","200","House","OH","0.528","0.268",0.733127236366272,176,1,172,2
"2186","21352","BEATTY, Joyce","100","House","OH","-0.439","0.042",-0.617411196231842,192,1,164,1
"2187","21353","JOYCE, David","200","House","OH","0.256","0.301",0.548881947994232,173,8,162,6
"2188","21354","BRIDENSTINE, Jim","200","House","OK","0.689","-0.157",0.93015867471695,127,2,139,0
"2189","21355","MULLIN, Markwayne","200","House","OK","0.538","0.218",0.843028008937836,165,1,180,2
"2190","21356","PERRY, Scott","200","House","PA","0.677","-0.461",0.815409541130066,168,7,178,8
"2191","21357","ROTHFUS, Keith","200","House","PA","0.498","0.044",0.720668137073517,150,1,146,1
"2192","21358","CARTWRIGHT, Matt","100","House","PA","-0.349","-0.005",-0.509729266166687,191,1,165,0
"2193","21359","RICE, Tom","200","House","SC","0.558","-0.217",0.781081080436707,171,4,175,10
"2194","21360","WEBER, Randy","200","House","TX","0.73","0.017",0.906002104282379,165,7,186,3
"2195","21361","O'ROURKE, Beto","100","House","TX","-0.304","-0.331",-0.535151124000549,143,3,142,2
"2196","21362","CASTRO, Joaquin","100","House","TX","-0.404","-0.071",-0.618123292922974,191,2,162,0
"2197","21363","GALLEGO, Pete P.","100","House","TX","-0.216","0.378",-0.118060491979122,41,11,36,4
"2198","21364","WILLIAMS, Roger","200","House","TX","0.595","0.063",0.806474089622498,164,3,173,5
"2199","21365","VEASEY, Marc","100","House","TX","-0.404","0.34",-0.351811081171036,190,5,163,5
"2200","21366","VELA, Filemon","100","House","TX","-0.311","0.407",-0.169351294636726,182,11,145,13
"2201","21367","STEWART, Chris","200","House","UT","0.499","0.167",0.788071930408478,172,1,181,5
"2202","31101","DelBENE, Suzan K.","100","House","WA","-0.292","-0.19",-0.357471883296967,193,3,163,5
"2203","21368","KILMER, Derek","100","House","WA","-0.312","-0.009",-0.448885679244995,193,2,168,1
"2204","21369","HECK, Denny","100","House","WA","-0.312","-0.128",-0.446710705757141,178,2,165,1
"2205","21370","POCAN, Mark","100","House","WI","-0.531","-0.561",-0.885736644268036,191,0,166,0
"2206","21371","KELLY, Robin L.","100","House","IL","-0.467","-0.023",-0.473008513450623,190,1,164,3
"2207","21373","SMITH, Jason","200","House","MO","0.581","0.254",0.786934792995453,169,2,180,3
"2208","21374","McALLISTER, Vance M.","200","House","LA","0.393","0.399",0.617935955524445,31,0,31,0
"2209","21376","BYRNE, Bradley","200","House","AL","0.61","0.25",0.887755692005157,155,3,158,0
"2210","21375","CLARK, Katherine M.","100","House","MA","-0.482","-0.316",-0.601672291755676,175,1,154,0
"2211","21401","JOLLY, David W.","200","House","FL","0.23","0.058",0.418346613645554,73,4,71,7
"2212","21377","CLAWSON, Curt","200","House","FL","0.626","-0.509",0.690231204032898,81,2,69,1
"2213","21536","NORCROSS, Donald","100","House","NJ","-0.421","0.328",-0.468536078929901,152,0,130,1
"2214","21545","ADAMS, Alma","100","House","NC","-0.468","0.017",-0.519720137119293,142,1,126,0
"2215","21553","BRAT, David A.","200","House","VA","0.829","-0.325",0.957157075405121,108,2,105,0
"2216","21522","ABRAHAM, Ralph","200","House","LA","0.541","0.257",0.794961512088776,113,4,110,1
"2217","21506","AGUILAR, Peter Rey","100","House","CA","-0.31","0.141",-0.387341052293777,144,3,121,0
"2218","21516","ALLEN, Rick W.","200","House","GA","0.692","0.291",0.905544757843018,123,1,137,1
"2219","21533","ASHFORD, John Bradley","100","House","NE","-0.185","0.441",0.0493010394275188,54,10,44,15
"2220","21551","BABIN, Brian","200","House","TX","0.711","0.074",0.818355321884155,127,3,128,3
"2221","21554","BEYER, Donald Sternoff Jr.","100","House","VA","-0.385","-0.095",-0.550449967384338,146,1,121,0
"2222","21527","BISHOP, Michael Dean","200","House","MI","0.451","0.095",0.592408418655396,99,4,99,2
"2223","21520","BLUM, Rod","200","House","IA","0.527","-0.488",0.595177292823792,101,2,92,8
"2224","21519","BOST, Mike","200","House","IL","0.384","0.031",0.634467720985413,128,9,122,4
"2225","21548","BOYLE, Brendan Francis","100","House","PA","-0.391","0.139",-0.542487025260925,145,2,121,1
"2226","21510","BUCK, Kenneth Robert","200","House","CO","0.656","-0.431",0.953345358371735,116,2,129,4
"2227","21513","CARTER, Buddy","200","House","GA","0.562","0.317",0.739518821239471,129,4,124,7
"2228","21555","COMSTOCK, Barbara J.","200","House","VA","0.276","0.389",0.563025593757629,90,8,99,2
"2229","21547","COSTELLO, Ryan","200","House","PA","0.217","-0.055",0.338447988033295,73,14,96,15
"2230","21512","CURBELO, Carlos","200","House","FL","0.211","-0.185",0.226139575242996,76,16,68,29
"2231","21504","DESAULNIER, Mark James","100","House","CA","-0.523","-0.372",-0.841858983039856,147,0,123,0
"2232","21529","DINGELL, Debbie","100","House","MI","-0.404","-0.157",-0.551346182823181,147,1,121,0
"2233","21518","DOLD, Robert","200","House","IL","0.176","-0.207",0.177034288644791,37,16,47,24
"2234","21531","EMMER, Thomas Earl II","200","House","MN","0.468","-0.09",0.781623840332031,123,5,131,2
"2235","21502","GALLEGO, Ruben","100","House","AZ","-0.418","0.069",-0.74733966588974,143,1,120,0
"2236","21511","GRAHAM, Gwendolyn (Gwen)","100","House","FL","-0.233","0.255",-0.222572520375252,59,7,56,4
"2237","21523","GRAVES, Garret","200","House","LA","0.43","0.029",0.587621927261353,124,12,120,6
"2238","21559","GROTHMAN, Glenn","200","House","WI","0.599","-0.225",0.827421545982361,124,7,129,7
"2239","21535","GUINTA, Frank","200","House","NH","0.427","-0.073",0.670785963535309,63,2,60,1
"2240","21534","HARDY, Cresent Leo","200","House","NV","0.353","0.209",0.654758036136627,57,3,56,0
"2241","21514","HICE, Jody Brownlow","200","House","GA","0.797","-0.242",0.947711706161499,117,2,142,2
"2242","21503","HILL, French","200","House","AR","0.437","0.27",0.650090754032135,133,8,123,6
"2243","21550","HURD, William Ballard","200","House","TX","0.287","0.228",0.578277587890625,124,9,111,6
"2244","21558","JENKINS, Evan H.","200","House","WV","0.315","0.308",0.766342639923096,97,1,92,1
"2245","21542","KATKO, John","200","House","NY","0.185","0.013",0.386874824762344,116,12,114,24
"2246","21505","KNIGHT, Steve","200","House","CA","0.397","0.188",0.682780504226685,100,5,98,0
"2247","21530","LAWRENCE, Brenda L","100","House","MI","-0.448","-0.039",-0.552037179470062,145,1,122,0
"2248","21507","LIEU, Ted","100","House","CA","-0.374","-0.229",-0.711627125740051,135,1,106,1
"2249","21515","LOUDERMILK, Barry D.","200","House","GA","0.682","-0.003",0.906534969806671,114,0,125,0
"2250","21552","LOVE, Ludmya Bourdeau (Mia)","200","House","UT","0.542","-0.056",0.8911572098732,98,4,99,0
"2251","21537","MacARTHUR, Thomas Charles","200","House","NJ","0.206","0.274",0.430161327123642,87,7,104,6
"2252","21501","McSALLY, Martha","200","House","AZ","0.345","0.027",0.577940404415131,98,4,95,4
"2253","21526","MOOLENAAR, John","200","House","MI","0.45","0.169",0.674202561378479,132,5,122,4
"2254","21557","MOONEY, Alex X.","200","House","WV","0.564","-0.222",0.743076682090759,130,4,130,4
"2255","21525","MOULTON, Seth","100","House","MA","-0.282","-0.044",-0.406348019838333,143,1,117,1
"2256","21556","NEWHOUSE, Daniel Milton","200","House","WA","0.316","0.347",0.715125977993011,131,2,126,3
"2257","21500","PALMER, Gary James","200","House","AL","0.679","0.102",0.851140797138214,127,2,137,2
"2258","21524","POLIQUIN, Bruce Lee","200","House","ME","0.36","-0.182",0.415579676628113,87,6,92,19
"2259","21549","RATCLIFFE, John","200","House","TX","0.693","0.113",0.863723516464233,121,2,118,2
"2260","21540","RICE, Kathleen Maura","100","House","NY","-0.28","0.039",-0.479544430971146,143,1,118,1
"2261","21544","ROUZER, David","200","House","NC","0.564","0.247",0.707987427711487,132,4,128,5
"2262","21546","RUSSELL, Steve","200","House","OK","0.473","-0.183",0.543658137321472,97,2,91,13
"2263","21541","STEFANIK, Elise M","200","House","NY","0.301","-0.125",0.362666547298431,112,19,118,21
"2264","21517","TAKAI, Mark","100","House","HI","-0.363","-0.038",-1,35,0,30,0
"2265","21508","TORRES, Norma Judith","100","House","CA","-0.363","0.046",-0.413301885128021,147,0,121,1
"2266","21528","TROTT, David A.","200","House","MI","0.369","0.257",0.586531758308411,99,4,96,2
"2267","21543","WALKER, Bradley Mark","200","House","NC","0.641","0.017",0.850949823856354,119,0,122,2
"2268","21509","WALTERS, Mimi","200","House","CA","0.433","0.177",0.666482865810394,95,6,93,0
"2269","21538","WATSON COLEMAN, Bonnie","100","House","NJ","-0.608","-0.193",-0.55170863866806,146,1,119,0
"2270","21563","WESTERMAN, Bruce Eugene","200","House","AR","0.55","0.305",0.810750961303711,129,1,135,3
"2271","21521","YOUNG, David","200","House","IA","0.442","-0.038",0.717752933502197,104,2,98,0
"2272","21539","ZELDIN, Lee M","200","House","NY","0.397","-0.129",0.525194883346558,125,11,120,12
"2273","21532","ZINKE, Ryan","200","House","MT","0.43","-0.127",0.639807164669037,59,3,59,3
"2274","21560","DONOVAN, Daniel M., Jr.","200","House","NY","0.227","0.095",0.459732323884964,77,6,99,6
"2275","21561","KELLY, Trent","200","House","MS","0.637","0.273",0.830557644367218,113,2,125,1
"2276","21562","LaHOOD, Darin","200","House","IL","0.458","0.217",0.737392663955688,112,3,107,2
"2277","21564","DAVIDSON, Warren","200","House","OH","0.659","-0.355",0.846042275428772,81,1,87,3
"2278","21700","ARRINGTON, Jodey Cook","200","House","TX","0.642","0.003",0.787353098392487,66,2,72,2
"2279","21701","BACON, Donald J.","200","House","NE","0.294","0.156",0.55117279291153,69,9,63,2
"2280","21702","BANKS, James E.","200","House","IN","0.651","0.058",0.886572003364563,65,0,78,1
"2281","21703","BARRAGÁN, Nanette Diaz","100","House","CA","-0.506","-0.105",-0.488188594579697,81,0,61,0
"2282","21704","BERGMAN, John","200","House","MI","0.436","0.079",0.64397782087326,67,8,66,1
"2283","21705","BIGGS, Andrew S.","200","House","AZ","0.827","-0.562",1,59,3,81,0
"2284","21706","BLUNT ROCHESTER, Lisa","100","House","DE","-0.347","-0.153",-0.372348815202713,83,1,59,1
"2285","21707","BROWN, Anthony Gregory","100","House","MD","-0.344","-0.063",-0.452714800834656,83,0,59,2
"2286","21708","BUDD, Theodore Paul","200","House","NC","0.634","-0.074",0.796615600585938,65,2,70,3
"2287","21709","CARBAJAL, Salud","100","House","CA","-0.31","0.101",-0.48928090929985,83,0,61,0
"2288","21710","CHENEY, Liz","200","House","WY","0.405","0.82",0.846093058586121,61,0,72,1
"2289","21565","COMER, James","200","House","KY","0.595","-0.039",0.805495321750641,68,1,74,1
"2290","21711","CORREA, Jose Luis","100","House","CA","-0.29","0.234",-0.446209877729416,82,1,57,3
"2291","21712","CRIST, Charlie Joseph Jr.","100","House","FL","-0.227","0.079",-0.424580514431,77,1,57,1
"2292","21713","DEMINGS, Valdez Butler","100","House","FL","-0.322","-0.006",-0.489302426576614,82,0,60,0
"2293","21714","DUNN, Neal Patrick","200","House","FL","0.503","0.371",0.766591131687164,67,2,69,3
"2294","21715","ESPAILLAT, Adriano J.","100","House","NY","-0.583","-0.21",-1,82,0,61,0
"2295","21566","EVANS, Dwight","100","House","PA","-0.47","-0.135",-0.489203751087189,81,0,58,0
"2296","21716","FASO, John J.","200","House","NY","0.234","-0.008",0.328661531209946,31,7,34,6
"2297","21717","FERGUSON, Anderson Drew IV","200","House","GA","0.597","0.22",0.851920008659363,65,1,75,2
"2298","21718","FITZPATRICK, Brian K.","200","House","PA","0.142","-0.122",0.234977409243584,61,17,50,10
"2299","21719","GAETZ, Matthew L. II","200","House","FL","0.598","-0.646",0.651107847690582,59,8,60,5
"2300","21720","GALLAGHER, Michael","200","House","WI","0.438","0.004",0.60914820432663,73,3,61,6
"2301","21721","GARRETT, Thomas Alexander Jr.","200","House","VA","0.931","-0.365",0.601383149623871,32,1,33,0
"2302","21722","GONZALEZ, Vicente Jr.","100","House","TX","-0.388","0.755",-0.0800334364175797,76,3,48,9
"2303","21723","GOTTHEIMER, Josh S.","100","House","NJ","-0.158","0.223",-0.216306045651436,81,3,55,2
"2304","21724","HIGGINS, Clay","200","House","LA","0.627","-0.31",0.860812783241272,61,3,67,4
"2305","21725","HOLLINGSWORTH, Joseph Albert III","200","House","IN","0.417","-0.243",0.547150313854218,68,9,61,4
"2306","21726","JAYAPAL, Pramila","100","House","WA","-0.646","-0.466",-0.582601487636566,81,2,57,0
"2307","21727","JOHNSON, Mike","200","House","LA","0.566","-0.01",0.800051033496857,66,3,72,2
"2308","21728","KHANNA, Rohit","100","House","CA","-0.504","-0.255",-1,81,0,60,0
"2309","21729","KIHUEN, Ruben Jesus","100","House","NV","-0.397","0.226",-0.513776659965515,35,1,37,2
"2310","21730","KRISHNAMOORTHI, S. Raja","100","House","IL","-0.328","-0.03",-0.376395672559738,84,0,60,0
"2311","21731","KUSTOFF, David","200","House","TN","0.535","0.372",0.777114033699036,70,0,73,1
"2312","21732","LAWSON, Alfred Jr.","100","House","FL","-0.26","0.076",-0.296697974205017,80,0,52,1
"2313","21733","LEWIS, Jason Mark","200","House","MN","0.506","-0.197",0.865212798118591,41,0,37,0
"2314","21734","MARSHALL, Roger Wayne","200","House","KS","0.593","0.176",0.764060437679291,61,1,59,3
"2315","21735","MAST, Brian Jeffery","200","House","FL","0.462","-0.359",0.506747424602509,62,16,54,11
"2316","21736","MCEACHIN, Aston Donald","100","House","VA","-0.381","-0.017",-0.487314432859421,75,0,56,0
"2317","21737","MITCHELL, Paul","200","House","MI","0.422","0.311",0.702490985393524,65,1,55,1
"2318","21738","MURPHY, Stephanie","100","House","FL","-0.161","0.123",-0.245270580053329,80,2,58,1
"2319","21739","O'HALLERAN, Thomas C.","100","House","AZ","-0.198","0.18",-0.242118865251541,82,2,57,3
"2320","21740","PANETTA, James Varni","100","House","CA","-0.288","0.126",-0.374605655670166,84,0,59,0
"2321","21741","RASKIN, Jamie Ben","100","House","MD","-0.521","-0.245",-0.642717897891998,83,0,59,1
"2322","21742","ROONEY, Francis","200","House","FL","0.501","-0.494",0.457582890987396,41,14,46,3
"2323","21743","ROSEN, Jacklyn Sheryl","100","House","NV","-0.288","0.321",-0.519883990287781,36,1,38,2
"2324","21744","RUTHERFORD, John Henry","200","House","FL","0.426","0.068",0.701057970523834,66,4,62,4
"2325","21745","SMUCKER, Lloyd K.","200","House","PA","0.45","0.112",0.63132518529892,73,1,62,3
"2326","21746","SOTO, Darren Michael","100","House","FL","-0.361","0.167",-0.529500484466553,82,1,58,2
"2327","21747","SUOZZI, Thomas","100","House","NY","-0.219","0.087",-1,83,0,60,0
"2328","21748","TAYLOR, Scott William","200","House","VA","0.456","0.021",0.707475066184998,39,1,37,0
"2329","21749","TENNEY, Claudia","200","House","NY","0.456","0.032",0.654837369918823,48,0,46,2
"2330","99912","TRUMP, Donald John","200","House","USA","0.403","0.162",NA,NA,NA,NA,NA
"2331","21750","ESTES, Ron","200","House","KS","0.643","0.058",0.8355992436409,51,3,56,2
"2332","21751","GIANFORTE, Greg","200","House","MT","0.431","0.085",0.701619863510132,47,2,36,2
"2333","21754","GOMEZ, Jimmy","100","House","CA","-0.542","-0.302",-0.612171769142151,65,0,43,1
"2334","21752","HANDEL, Karen","200","House","GA","0.493","0.305",0.857538163661957,25,0,19,0
"2335","21753","NORMAN, Ralph","200","House","SC","0.848","-0.367",1,45,1,60,0
"2336","21755","CURTIS, John R.","200","House","UT","0.448","0.156",0.732773423194885,36,3,35,3
"2337","21756","LAMB, Conor","100","House","PA","-0.143","0.212",-0.0720218271017075,45,0,25,5
"2338","21757","LESKO, Debbie","200","House","AZ","0.614","-0.077",0.806205213069916,33,2,36,3
"2339","21758","CLOUD, Michael","200","House","TX","0.684","-0.329",1,26,0,44,1
"2340","21759","BALDERSON, Troy","200","House","OH","0.455","0.214",0.72189062833786,31,1,33,3
"2341","21760","HERN, Kevin","200","House","OK","0.68","-0.078",0.958666265010834,23,0,42,2
"2342","21761","MORELLE, Joseph D.","100","House","NY","-0.329","0.157",-0.888382017612457,44,0,23,0
"2343","21762","SCANLON, Mary Gay","100","House","PA","-0.475","-0.082",-0.88813066482544,45,0,23,0
"2344","21900","ALLRED, Colin","100","House","TX","-0.43","0.708",-0.861458539962769,45,0,21,0
"2345","21901","ARMSTRONG, Kelly","200","House","ND","0.449","0.101",0.693085074424744,29,2,28,3
"2346","21902","AXNE, Cynthia","100","House","IA","-0.25","0.528",-0.238099291920662,43,1,19,0
"2347","21903","BAIRD, James","200","House","IN","0.449","0.61",0.743923962116241,29,1,34,2
"2348","21904","BRINDISI, Anthony","100","House","NY","-0.154","0.567",-0.00786025542765856,29,1,18,0
"2349","21905","BURCHETT, Timothy","200","House","TN","0.664","-0.383",0.839977741241455,22,3,36,5
"2350","21906","CASTEN, Sean","100","House","IL","-0.652","0.497",-0.872106850147247,41,0,20,0
"2351","21907","CISNEROS, Gil","100","House","CA","-0.376","0.575",-0.841513991355896,30,0,18,0
"2352","21908","CLINE, Benjamin","200","House","VA","0.72","-0.202",0.96960175037384,21,0,43,2
"2353","21909","COX, TJ","100","House","CA","-0.343","0.478",-0.841728746891022,30,0,18,0
"2354","21910","CRAIG, Angela","100","House","MN","-0.27","0.645",-0.121919870376587,43,2,20,1
"2355","21911","CRENSHAW, Daniel","200","House","TX","0.431","0.268",0.697555124759674,32,1,31,2
"2356","21912","CROW, Jason","100","House","CO","-0.319","0.209",-0.851392090320587,43,0,21,0
"2357","21913","CUNNINGHAM, Joe","100","House","SC","-0.131","0.49",-0.0607305094599724,28,1,19,0
"2358","21914","DAVIDS, Sharice","100","House","KS","-0.269","0.267",-0.238146245479584,44,1,21,0
"2359","21915","DEAN, Madeleine","100","House","PA","-0.453","-0.031",-0.856657445430756,44,0,21,0
"2360","21916","DELGADO, Antonio","100","House","NY","-0.233","0.277",-0.85383015871048,36,0,20,0
"2361","21917","ESCOBAR, Veronica","100","House","TX","-0.466","-0.316",-0.856468379497528,45,0,21,0
"2362","21918","FINKENAUER, Abby","100","House","IA","-0.224","0.501",-0.841677248477936,30,0,18,0
"2363","21919","FLETCHER, Elizabeth","100","House","TX","-0.454","0.891",-0.219623923301697,45,0,19,2
"2364","21920","FULCHER, Russell","200","House","ID","0.639","-0.039",0.824741661548615,26,1,38,1
"2365","21921","GARCÍA, Jesús","100","House","IL","-0.43","-0.893",-0.849542915821075,43,0,21,0
"2366","21922","GARCIA, Sylvia","100","House","TX","-0.797","0.454",-0.294027626514435,45,0,20,1
"2367","21923","GOLDEN, Jared","100","House","ME","-0.11","0.374",-0.0449283868074417,40,4,21,1
"2368","21924","GONZALEZ, Anthony","200","House","OH","0.24","0.315",0.524799704551697,34,4,23,2
"2369","21925","GOODEN, Lance","200","House","TX","0.746","-0.066",0.835634648799896,24,2,37,3
"2370","21926","GREEN, Mark","200","House","TN","0.671","0.015",0.894367277622223,22,1,37,0
"2371","21927","GUEST, Michael","200","House","MS","0.528","0.1",0.721028387546539,27,1,27,4
"2372","21928","HAALAND, Debra","100","House","NM","-0.332","-0.233",-0.841799736022949,30,0,18,0
"2373","21929","HAGEDORN, Jim","200","House","MN","0.477","0.345",0.781082093715668,23,1,26,3
"2374","21930","HARDER, Josh","100","House","CA","-0.352","0.572",-0.246874153614044,45,0,19,1
"2375","21931","HAYES, Jahana","100","House","CT","-0.316","-0.132",-0.856718182563782,45,0,21,0
"2376","21932","HILL, Katie","100","House","CA","-0.306","0.114",-0.830876171588898,21,0,14,0
"2377","21933","HORN, Kendra","100","House","OK","-0.169","0.519",-0.00786025542765856,29,1,18,0
"2378","21934","HOULAHAN, Christina","100","House","PA","-0.275","0.322",-0.167846739292145,43,1,20,1
"2379","21935","JOHNSON, Dustin","200","House","SD","0.462","0.142",0.771172106266022,29,0,36,1
"2380","21936","JOYCE, John","200","House","PA","0.569","0",0.762977600097656,26,3,33,4
"2381","21937","KIM, Andy","100","House","NJ","-0.357","0.288",-0.856259644031525,45,0,21,0
"2382","21938","LEE, Susie","100","House","NV","-0.235","0.31",-0.856115281581879,45,0,20,0
"2383","21939","LEVIN, Mike","100","House","CA","-0.338","0.156",-0.856468379497528,45,0,21,0
"2384","21940","LEVIN, Andy","100","House","MI","-0.474","-0.563",-0.856161534786224,45,0,21,0
"2385","21941","LURIA, Elaine","100","House","VA","-0.206","0.426",-0.238146245479584,44,1,21,0
"2386","21942","MALINOWSKI, Tomaz","100","House","NJ","-0.272","0.121",-0.240565910935402,44,1,21,0
"2387","21943","McADAMS, Ben","100","House","UT","-0.069","0.294",0.159718245267868,28,1,17,2
"2388","21944","McBATH, Lucy","100","House","GA","-0.322","0.258",-0.856208503246307,45,0,21,0
"2389","21945","MEUSER, Dan","200","House","PA","0.494","0.248",0.763446629047394,25,1,33,2
"2390","21946","MILLER, Carol","200","House","WV","0.517","0.108",0.711969316005707,30,0,33,3
"2391","21947","MUCARSEL-POWELL, Debbie","100","House","FL","-0.345","0.332",-0.841897964477539,30,0,18,0
"2392","21948","NEGUSE, Joseph","100","House","CO","-0.396","-0.215",-0.85675835609436,45,0,21,0
"2393","21949","OCASIO-CORTEZ, Alexandria","100","House","NY","-0.299","-0.954",-0.856165409088135,45,0,21,0
"2394","21950","OMAR, Ilhan","100","House","MN","-0.298","-0.955",-0.842678964138031,45,0,20,0
"2395","21951","PAPPAS, Chris","100","House","NH","-0.237","0.343",-0.856185674667358,45,0,21,0
"2396","21952","PENCE, Gregory","200","House","IN","0.506","0.151",0.697517275810242,33,0,32,1
"2397","21953","PHILLIPS, Dean","100","House","MN","-0.28","0.181",-0.238158091902733,44,1,21,0
"2398","21954","PORTER, Katie","100","House","CA","-0.224","-0.278",-0.888110339641571,44,0,21,0
"2399","21955","PRESSLEY, Ayanna","100","House","MA","-0.349","-0.937",-0.856775343418121,45,0,21,0
"2400","21956","RESCHENTHALER, Guy","200","House","PA","0.437","0.063",0.68220579624176,33,1,29,2
"2401","21957","RIGGLEMAN, Denver","200","House","VA","0.476","-0.018",0.655435681343079,27,1,17,2
"2402","21958","ROSE, Max","100","House","NY","-0.176","0.269",-0.0668938457965851,29,0,18,1
"2403","21959","ROSE, John","200","House","TN","0.668","0.105",0.86146342754364,23,2,37,3
"2404","21960","ROUDA, Harley","100","House","CA","-0.336","0.559",-0.824611604213715,23,0,15,0
"2405","21961","ROY, Charles","200","House","TX","0.8","-0.6",1,19,2,44,0
"2406","21962","SCHRIER, Kim","100","House","WA","-0.288","0.449",-0.857017397880554,45,0,21,0
"2407","21963","SHALALA, Donna","100","House","FL","-0.352","0.021",-0.841194272041321,30,0,18,0
"2408","21964","SHERRILL, Mikie","100","House","NJ","-0.225","0.263",-0.857028961181641,44,0,21,0
"2409","21965","SLOTKIN, Elissa","100","House","MI","-0.321","0.738",-0.136589407920837,43,2,20,1
"2410","21966","SPANBERGER, Abigail","100","House","VA","-0.188","0.338",-0.0749090164899826,41,3,22,0
"2411","21967","SPANO, Ross","200","House","FL","0.462","0.009",0.712892651557922,22,1,21,4
"2412","21968","STANTON, Greg","100","House","AZ","-0.284","0.247",-0.254214733839035,44,1,21,0
"2413","21969","STAUBER, Peter","200","House","MN","0.383","-0.112",0.642813563346863,35,0,26,3
"2414","21970","STEIL, Bryan","200","House","WI","0.414","0.068",0.602852761745453,33,4,25,4
"2415","21971","STEUBE, William","200","House","FL","0.689","-0.284",0.892538130283356,24,0,41,1
"2416","21972","STEVENS, Haley","100","House","MI","-0.378","0.284",-0.856170415878296,45,0,21,0
"2417","21973","TAYLOR, Nicholas","200","House","TX","0.581","-0.223",0.834113359451294,23,3,38,2
"2418","21974","TIMMONS, William","200","House","SC","0.604","0.139",0.796375155448914,26,1,36,1
"2419","21975","TLAIB, Rashida","100","House","MI","-0.291","-0.957",-0.856170356273651,45,0,21,0
"2420","21976","TORRES SMALL, Xochitl","100","House","NM","-0.163","0.314",-0.0668938457965851,29,0,18,1
"2421","21977","TRAHAN, Lori","100","House","MA","-0.421","-0.174",-0.856186211109161,45,0,21,0
"2422","21978","TRONE, David","100","House","MD","-0.322","0.196",-0.240565866231918,44,1,21,0
"2423","21979","UNDERWOOD, Lauren","100","House","IL","-0.58","0.449",-0.856170356273651,45,0,21,0
"2424","21980","VAN DREW, Jefferson","100","House","NJ","-0.147","0.644",0.0217451527714729,22,1,14,0
"2425","21981","WALTZ, Michael","200","House","FL","0.442","-0.117",0.542168974876404,32,4,23,1
"2426","21982","WATKINS, Steve","200","House","KS","0.549","0.079",0.735134720802307,23,0,23,2
"2427","21983","WEXTON, Jennifer","100","House","VA","-0.369","0.313",-0.856315314769745,45,0,21,0
"2428","21763","WILD, Susan","100","House","PA","-0.262","0.324",-0.110001921653748,42,3,20,1
"2429","21984","WRIGHT, Ron","200","House","TX","0.711","-0.09",0.855831146240234,19,0,18,1
"2430","21992","GONZÁLEZ-CÓLON, Jenniffer","200","House","PR","0.229","0.426",0.639337420463562,13,1,4,3
"2431","21994","PLASKETT, Stacey E.","100","House","VI","-0.408","0.474",NA,NA,NA,NA,NA
"2432","21995","RADEWAGEN, Aumua Amata Coleman","200","House","AS","0.336","0.208",NA,NA,NA,NA,NA
"2433","21997","SAN NICOLAS, Michael","100","House","GU","-0.41","-0.52",-1,10,0,11,0
"2434","21985","KELLER, Fred","200","House","PA","0.498","0.171",0.762714862823486,24,1,26,2
"2435","91143","AMASH, Justin","328","House","MI","0.359","-0.933",NA,NA,NA,NA,NA
"2436","21986","BISHOP, Dan","200","House","NC","0.714","-0.377",0.889114737510681,8,1,21,1
"2437","21987","MURPHY, Gregory Francis","200","House","NC","0.485","0.076",0.824293851852417,10,1,20,0
"2438","91980","VAN DREW, Jefferson","200","House","NJ","0.38","-0.487",0.453617066144943,11,3,12,2
"2439","21988","GARCIA, Mike","200","House","CA","0.362","0.067",0.598899960517883,8,0,13,0
"2440","21990","JACOBS, Chris","200","House","NY","0.306","0.049",0.366746097803116,10,1,7,4
"2441","21989","TIFFANY, Thomas P.","200","House","WI","0.643","-0.232",0.878320038318634,5,0,17,0
