"","icpsr","name","party_code","chamber","state_abbrev","dim1","dim2","coord1D","correctYea","wrongYea","correctNay","wrongNay"
"628","12021","LOWENSTEIN, Allard Kenneth","100","House","NY","-0.695","-0.186",NA,NA,NA,NA,NA
"629","12008","CHISHOLM, Shirley Anita","100","House","NY","-0.605","-0.319",-0.271128803491592,91,4,30,1
"630","12019","KOCH, Edward Irving","100","House","NY","-0.464","-0.657",-0.643422305583954,73,1,37,0
"631","12003","BIAGGI, Mario","100","House","NY","-0.339","0.197",-0.0467442534863949,124,18,43,14
"632","12024","McKNEALLY, Martin Boswell","200","House","NY","0.105","-0.062",NA,NA,NA,NA,NA
"633","12013","FISH, Hamilton, Jr.","200","House","NY","0.07","-0.423",0.0243482161313295,157,28,57,36
"634","12017","HASTINGS, James Fred","200","House","NY","0.234","-0.26",0.176912233233452,33,7,16,1
"635","12026","MIZELL, Wilmer David (Vinegar Bend)","200","House","NC","0.244","0.313",0.29169225692749,26,5,13,3
"636","12027","PREYER, Lunsford Richardson","100","House","NC","-0.27","0.33",0.0658325925469398,100,11,43,7
"637","12028","RUTH, Earl Baker","200","House","NC","0.297","0.37",0.339019894599915,27,4,19,0
"638","12030","STOKES, Louis","100","House","OH","-0.578","-0.312",-0.27923709154129,243,17,92,10
"639","12006","CAMP, John Newbold Happy","200","House","OK","0.408","0.365",0.525577783584595,20,2,20,3
"640","12035","YATRON, Gus","100","House","PA","-0.174","0.094",0.0602719075977802,157,13,61,28
"641","12010","COUGHLIN, Robert Lawrence","200","House","PA","0.204","-0.844",0.0255971942096949,156,30,61,27
"642","11067","GAYDOS, Joseph Matthew","100","House","PA","-0.278","0.398",0.0892864987254143,149,24,63,21
"643","12023","MANN, James Robert","100","House","SC","-0.032","0.426",0.240810170769691,75,11,29,3
"644","12038","JONES, Ed","100","House","TN","-0.245","0.827",0.223410308361053,127,28,56,14
"645","12033","WHITEHURST, George William","200","House","VA","0.233","0.06",0.298640668392181,127,14,56,12
"646","12011","DANIEL, Wilbur Clarence (Dan)","100","House","VA","0.161","0.775",0.411113560199738,133,14,80,14
"647","6584","MOLLOHAN, Robert Homer","100","House","WV","-0.349","0.586",0.151759549975395,95,6,35,16
"648","12036","OBEY, David Ross","100","House","WI","-0.45","-0.063",-0.209694087505341,342,26,141,13
"649","12034","WOLD, John Schiller","200","House","WY","0.391","-0.23",NA,NA,NA,NA,NA
"650","12037","GOLDWATER, Barry Morris, Jr.","200","House","CA","0.355","-0.025",0.286651313304901,80,15,35,5
"651","12039","MELCHER, John","100","House","MT","-0.329","0.398",-0.0122186634689569,53,12,15,6
"652","12041","CRANE, Philip Miller","200","House","IL","0.739","0.023",0.692686021327972,130,28,229,19
"653","12040","HARRINGTON, Michael Joseph","100","House","MA","-0.477","-0.826",-0.280065059661865,87,1,26,1
"654","12042","ROE, Robert A.","100","House","NJ","-0.326","0.123",-0.035550557076931,163,16,63,16
"655","10553","ROUSSELOT, John Harbin","200","House","CA","0.601","0.164",0.608440101146698,53,11,84,13
"656","12043","SCHMITZ, John George","200","House","CA","0.896","0.444",0.786819756031036,6,1,15,3
"657","13006","BEGICH, Nicholas Joseph","100","House","AK","-0.58","0.221",0.0417268723249435,14,7,5,2
"658","13011","DELLUMS, Ronald V.","100","House","CA","-0.644","-0.646",-0.748503506183624,240,2,108,3
"659","13010","DANIELSON, George Elmore","100","House","CA","-0.477","0.256",-0.0706817582249641,101,16,33,9
"660","13046","VEYSEY, Victor Vincent","200","House","CA","0.239","-0.02",0.257220238447189,26,4,12,1
"661","13028","McKEVITT, James Douglas (Mike)","200","House","CO","0.222","-0.203",0.217593461275101,12,2,9,2
"662","13009","COTTER, William Ross","100","House","CT","-0.313","0.103",0.0041095158085227,88,12,34,8
"663","12047","STEELE, Robert Hampton","200","House","CT","-0.012","-0.435",-0.0783609598875046,28,1,9,2
"664","13029","McKINNEY, Stewart Brett","200","House","CT","-0.006","-0.609",0.0338983498513699,111,18,48,14
"665","13016","GRASSO, Ella Tambussi","100","House","CT","-0.291","-0.126",-0.0795805528759956,23,5,10,3
"666","13014","du PONT, Pierre Samuel, IV","200","House","DE","0.169","-0.62",0.0381951965391636,54,7,25,7
"667","13047","YOUNG, Charles William (Bill)","200","House","FL","0.325","-0.112",0.320368647575378,278,45,252,53
"668","13023","MATHIS, Marvin Dawson","100","House","GA","-0.04","0.907",0.329793393611908,76,18,31,7
"669","13030","METCALFE, Ralph Harold","100","House","IL","-0.564","-0.144",-0.173806294798851,75,6,20,1
"670","13032","MURPHY, Morgan Francis","100","House","IL","-0.399","0.277",0.037549689412117,84,7,34,7
"671","12045","COLLINS, George Washington","100","House","IL","-0.629","0.043",0.0188248585909605,11,6,4,3
"672","13018","HILLIS, Elwood Haynes","200","House","IN","0.173","-0.106",0.217298716306686,119,20,41,15
"673","13037","ROY, William Robert","100","House","KS","-0.248","0.191",0.055924691259861,22,5,12,4
"674","13024","MAZZOLI, Romano Louis","100","House","KY","-0.186","-0.016",0.0352723263204098,177,23,73,23
"675","13049","MILLS, William Oswald","200","House","MD","0.21","0.248",0.343923717737198,14,1,10,3
"676","13039","SARBANES, Paul Spyros","100","House","MD","-0.435","-0.221",-0.28087106347084,66,0,23,2
"677","13008","BYRON, Goodloe Edgar","100","House","MD","-0.014","0.513",0.304620504379272,78,12,31,5
"678","13031","MITCHELL, Parren James","100","House","MD","-0.526","-0.851",-0.414532005786896,141,4,55,4
"679","13013","DRINAN, Robert Frederick","100","House","MA","-0.422","-0.71",-0.382310658693314,106,6,43,1
"680","13017","HICKS, Louise Day","100","House","MA","-0.312","0.127",-0.0120741408318281,21,3,4,1
"681","13015","FRENZEL, William Eldridge","200","House","MN","0.353","-0.815",0.20005165040493,135,42,54,29
"682","13007","BERGLAND, Robert Selmer","100","House","MN","-0.38","0.021",0.00620026793330908,59,6,19,8
"683","13041","SHOUP, Richard Gardner (Dick)","200","House","MT","0.186","0.121",0.198130249977112,22,9,13,2
"684","13045","THONE, Charles","200","House","NE","0.192","-0.134",0.194060534238815,71,17,32,7
"685","13025","McCOLLISTER, John Yetter","200","House","NE","0.289","0.015",0.264316260814667,43,11,21,4
"686","12046","FORSYTHE, Edwin Bell","200","House","NJ","0.326","-0.945",0.161583766341209,97,26,35,14
"687","13038","RUNNELS, Harold Lowell","100","House","NM","0.091","0.665",0.376637071371078,48,17,42,6
"688","13021","LENT, Norman Frederick","200","House","NY","0.183","-0.24",0.120113104581833,145,32,61,37
"689","13035","RANGEL, Charles B.","100","House","NY","-0.514","-0.341",-0.443588137626648,490,16,287,15
"690","13001","ABZUG, Bella Savitzky","100","House","NY","-0.597","-0.802",-0.360389351844788,65,2,24,1
"691","13004","BADILLO, Herman","100","House","NY","-0.599","-0.617",-0.326750069856644,58,2,24,1
"692","93033","PEYSER, Peter A.","200","House","NY","-0.055","-0.314",0.0820017457008362,41,8,14,9
"693","13044","TERRY, John Hart","200","House","NY","0.335","-0.009",0.252315640449524,11,4,9,1
"694","13020","KEMP, Jack French","200","House","NY","0.3","-0.133",0.254479795694351,110,28,48,17
"695","13022","LINK, Arthur Albert","100","House","ND","-0.42","0.069",0.0798783153295517,13,1,5,3
"696","13019","KEATING, William John","200","House","OH","0.257","-0.373",0.128697842359543,23,3,13,3
"697","13040","SEIBERLING, John Frederick","100","House","OH","-0.496","-0.457",-0.316156685352325,143,13,68,3
"698","12044","CARNEY, Charles Joseph","100","House","OH","-0.479","0.292",-0.0288069117814302,84,7,23,4
"699","13043","STANTON, James Vincent","100","House","OH","-0.305","0.026",0.0145830390974879,47,7,18,4
"700","13034","POWELL, Walter Eugene","200","House","OH","0.369","0.217",0.327609717845917,24,3,13,5
"701","12048","WARE, John Haines, III","200","House","PA","0.304","-0.269",0.257599800825119,29,1,12,2
"702","13048","DAVIS, Mendel Jackson","100","House","SC","-0.245","0.689",0.264204949140549,80,19,31,6
"703","13042","SPENCE, Floyd Davidson","200","House","SC","0.32","0.185",0.365446776151657,199,19,148,39
"704","13012","DENHOLM, Frank Edward","100","House","SD","-0.522","0.853",0.121989876031876,20,5,11,5
"705","13000","ABOUREZK, James George","100","House","SD","-0.743","0.423",-0.120019972324371,19,1,4,1
"706","13005","BAKER, LaMar","200","House","TN","0.308","0.366",0.370418787002563,20,6,16,0
"707","13002","ARCHER, William Reynolds, Jr.","200","House","TX","0.496","0.2",0.508420407772064,171,33,176,26
"708","13027","McKAY, Koln Gunn","100","House","UT","-0.254","0.545",0.144678562879562,78,12,35,9
"709","13036","ROBINSON, James Kenneth","200","House","VA","0.333","0.377",0.4149569272995,113,8,74,10
"710","13026","McCORMACK, Mike","100","House","WA","-0.348","0.282",0.131147086620331,79,13,36,10
"711","13003","ASPIN, Leslie","100","House","WI","-0.32","-0.125",-0.124489292502403,154,14,60,8
"712","13050","HEINZ, Henry John, III","200","House","PA","0.078","-0.735",0.0199869759380817,38,10,17,3
"713","13051","CURLIN, William Prather, Jr.","100","House","KY","-0.232","0.458",NA,NA,NA,NA,NA
"714","13052","MALLARY, Richard Walker","200","House","VT","0.298","-0.634",0.131730899214745,16,8,10,2
"715","13053","ANDREWS, Elizabeth Bullock","100","House","AL","-0.046","0.999",NA,NA,NA,NA,NA
"716","13054","CARLSON, Cliffard Dale","200","House","IL","0.308","-0.219",NA,NA,NA,NA,NA
"717","13057","CONOVER, William Sheldrick, II","200","House","PA","0.311","-0.484",NA,NA,NA,NA,NA
"718","13056","BREAUX, John Berlinger","100","House","LA","-0.123","0.702",0.220437377691269,110,16,40,12
"719","14066","YOUNG, Donald Edwin","200","House","AK","0.283","0.022",0.515015959739685,354,64,396,59
"720","14011","CONLAN, John Bertrand","200","House","AZ","0.531","0.026",0.319238603115082,26,6,15,2
"721","14058","THORNTON, Raymond Hoyt (Ray), Jr.","100","House","AR","-0.306","0.635",0.0853289514780045,96,15,36,34
"722","14076","BURTON, John Lowell","100","House","CA","-0.413","-0.783",-0.807906091213226,71,1,39,2
"723","14053","STARK, Fortney Hillman (Pete), Jr.","100","House","CA","-0.631","-0.605",-0.63949054479599,388,9,198,4
"724","14049","RYAN, Leo Joseph","100","House","CA","-0.364","0.001",-0.0643507987260818,56,1,16,6
"725","14071","LAGOMARSINO, Robert John","200","House","CA","0.378","-0.267",0.239995926618576,140,25,57,14
"726","14040","MOORHEAD, Carlos John","200","House","CA","0.465","-0.119",0.369414687156677,154,24,130,14
"727","14028","KETCHUM, William Matthew","200","House","CA","0.348","0.246",0.396205216646194,46,8,32,6
"728","14008","BURKE, Yvonne Brathwaite","100","House","CA","-0.576","-0.177",-0.248038128018379,56,1,23,0
"729","14020","HINSHAW, Andrew Jackson","200","House","CA","0.265","0.011",0.250167667865753,18,5,6,0
"730","14007","BURGENER, Clair Walter","200","House","CA","0.281","0.019",0.313158422708511,88,11,36,3
"731","14051","SCHROEDER, Patricia Scott","100","House","CO","-0.225","-0.974",-0.187945529818535,212,21,76,13
"732","14025","JOHNSON, James Paul (Jim)","200","House","CO","0.162","-0.249",0.255649298429489,66,13,20,5
"733","14002","ARMSTRONG, William Lester","200","House","CO","0.508","-0.14",0.254222631454468,49,20,16,8
"734","14050","SARASIN, Ronald Arthur","200","House","CT","0.133","-0.591",0.135029017925262,65,10,20,8
"735","14017","GUNTER, William Dawson, Jr. (Bill)","100","House","FL","-0.121","0.309",NA,NA,NA,NA,NA
"736","14003","BAFALIS, Louis Arthur (Skip)","200","House","FL","0.303","0.078",0.225372150540352,77,14,19,12
"737","14029","LEHMAN, William","100","House","FL","-0.483","-0.001",-0.180546835064888,152,9,51,5
"738","14016","GINN, Ronald Bryan (Bo)","100","House","GA","-0.217","0.849",0.233854323625565,94,11,31,7
"739","14063","YOUNG, Andrew Jackson, Jr.","100","House","GA","-0.589","-0.162",-0.165377140045166,38,2,12,0
"740","14056","SYMMS, Steven Douglas","200","House","ID","0.687","0.355",1,36,2,76,3
"741","14019","HANRAHAN, Robert Paul","200","House","IL","0.283","-0.048",NA,NA,NA,NA,NA
"742","14068","COLLINS, Cardiss","100","House","IL","-0.552","-0.218",-0.185475662350655,186,8,71,5
"743","14064","YOUNG, Samuel Hollingsworth","200","House","IL","0.247","-0.48",NA,NA,NA,NA,NA
"744","14041","O'BRIEN, George Miller","200","House","IL","0.169","-0.132",0.244020089507103,110,14,43,8
"745","14033","MADIGAN, Edward Rell","200","House","IL","0.247","-0.396",0.247303113341331,127,31,47,16
"746","14024","HUDNUT, William Herbert, III","200","House","IN","0.314","-0.03",NA,NA,NA,NA,NA
"747","14036","MEZVINSKY, Edward Maurice","100","House","IA","-0.414","-0.378",-0.131847590208054,44,3,19,1
"748","14006","BRECKINRIDGE, John Bayne","100","House","KY","-0.223","0.198",0.055864505469799,62,7,24,5
"749","14067","BOGGS, Corinne Claiborne (Lindy)","100","House","LA","-0.359","0.501",0.0570124052464962,131,15,60,15
"750","14060","TREEN, David Conner","200","House","LA","0.34","0.189",0.353305220603943,57,9,24,7
"751","14010","COHEN, William Sebastian","200","House","ME","0.1","-0.615",0.082091823220253,63,7,21,9
"752","14021","HOLT, Marjorie Sewell","200","House","MD","0.368","0.061",0.363064557313919,93,21,52,17
"753","14012","CRONIN, Paul William","200","House","MA","0.003","-0.373",NA,NA,NA,NA,NA
"754","14039","MOAKLEY, John Joseph","329","House","MA","-0.418","-0.054",-0.270136147737503,219,13,104,5
"755","14055","STUDDS, Gerry Eastman","100","House","MA","-0.444","-0.593",-0.438283175230026,228,4,93,3
"756","14074","VANDER VEEN, Richard Franklin","100","House","MI","-0.364","-0.145",-0.044543232768774,33,3,13,1
"757","14075","TRAXLER, Jerome Bob","100","House","MI","-0.33","0.126",0.0103910015895963,134,10,54,16
"758","14023","HUBER, Robert James","200","House","MI","0.459","0.11",NA,NA,NA,NA,NA
"759","14005","BOWEN, David Reece","100","House","MS","-0.134","0.709",0.234814792871475,87,14,29,7
"760","14009","COCHRAN, William Thad","200","House","MS","0.287","0.051",0.321906179189682,63,6,26,2
"761","14031","LOTT, Chester Trent","200","House","MS","0.39","0.194",0.40210285782814,107,15,65,15
"762","14030","LITTON, Jerry Lon","100","House","MO","-0.266","0.299",0.173607870936394,29,3,7,5
"763","14057","TAYLOR, Gene","200","House","MO","0.328","0.442",0.45360404253006,98,11,73,14
"764","14059","TOWELL, David Gilmer","200","House","NV","0.239","0.017",NA,NA,NA,NA,NA
"765","14046","RINALDO, Matthew John","200","House","NJ","0.023","-0.392",-0.0486992485821247,156,12,59,17
"766","14034","MARAZITI, Joseph James","200","House","NJ","0.148","-0.2",NA,NA,NA,NA,NA
"767","14047","RONCALLO, Angelo Dominick","200","House","NY","0.181","-0.251",NA,NA,NA,NA,NA
"768","14022","HOLTZMAN, Elizabeth","100","House","NY","-0.493","-0.87",-0.804823637008667,80,4,40,1
"769","90618","REID, Ogden Rogers","100","House","NY","-0.394","-0.448",NA,NA,NA,NA,NA
"770","14015","GILMAN, Benjamin Arthur","200","House","NY","0.043","-0.425",0.0572721734642982,212,32,103,51
"771","14038","MITCHELL, Donald Jerome","200","House","NY","0.097","-0.163",0.129529491066933,81,12,24,17
"772","14061","WALSH, William Francis","200","House","NY","0.068","-0.092",0.188191697001457,64,1,16,7
"773","14001","ANDREWS, Ike Franklin","100","House","NC","-0.178","0.481",0.159835249185562,98,16,32,12
"774","14048","ROSE, Charles Grandison, III","100","House","NC","-0.319","0.573",0.116847492754459,151,27,82,37
"775","14035","MARTIN, James Grubbs","200","House","NC","0.347","-0.168",0.276230216026306,101,14,35,5
"776","14070","LUKEN, Thomas Andrew","100","House","OH","-0.163","-0.077",0.135401412844658,92,21,35,18
"777","14018","GUYER, Tennyson","200","House","OH","0.217","-0.059",0.240461528301239,83,9,25,7
"778","14045","REGULA, Ralph Straus","200","House","OH","0.221","-0.223",0.290575176477432,223,42,162,42
"779","14026","JONES, James Robert","100","House","OK","-0.095","0.444",0.246797382831573,94,38,41,14
"780","14032","McSPADDEN, Clem Rogers","100","House","OK","-0.236","0.904",NA,NA,NA,NA,NA
"781","14052","SHUSTER, E. G. (Bud)","200","House","PA","0.416","0.144",0.460913270711899,159,28,161,18
"782","14072","MURTHA, John Patrick, Jr.","100","House","PA","-0.265","0.569",0.0844841226935387,233,43,133,38
"783","14065","YOUNG, Edward Lunn","200","House","SC","0.313","0.394",NA,NA,NA,NA,NA
"784","14000","ABDNOR, James","200","House","SD","0.241","0.129",0.342600286006927,68,11,28,8
"785","14004","BEARD, Robin Leo, Jr.","200","House","TN","0.297","0.34",0.380445867776871,71,11,45,10
"786","14062","WILSON, Charles","100","House","TX","-0.196","0.474",0.136151522397995,153,15,72,38
"787","14054","STEELMAN, Alan Watson","200","House","TX","0.255","-0.385",-0.00417220406234264,29,2,10,7
"788","14027","JORDAN, Barbara Charline","100","House","TX","-0.522","0.253",0.0256539452821016,58,10,23,6
"789","14037","MILFORD, Dale","100","House","TX","0.012","0.639",0.279905498027802,57,8,15,1
"790","14042","OWENS, Douglas Wayne","100","House","UT","-0.253","-0.237",-0.0116036999970675,47,0,18,5
"791","14013","DANIEL, Robert Williams, Jr.","200","House","VA","0.318","0.346",0.410447597503662,86,3,56,8
"792","13055","BUTLER, Manley Caldwell","200","House","VA","0.332","-0.06",0.404288649559021,75,6,47,7
"793","14043","PARRIS, Stanford E.","200","House","VA","0.287","-0.179",0.326404243707657,68,10,36,12
"794","14044","PRITCHARD, Joel McFee","200","House","WA","0.109","-0.587",0.127955138683319,84,17,35,6
"795","14014","FROEHLICH, Harold Vernon","200","House","WI","0.296","-0.052",NA,NA,NA,NA,NA
"796","14069","BAUMAN, Robert Edmund","200","House","MD","0.533","-0.116",0.452187210321426,54,13,42,10
"797","99905","FORD, Gerald Rudolph, Jr.","200","House","USA","0.506","-0.746",NA,NA,NA,NA,NA
"798","14256","MILLER, George","100","House","CA","-0.552","-0.398",-0.58944445848465,421,14,236,9
"799","14257","MINETA, Norman Y.","100","House","CA","-0.479","-0.01",-0.203983426094055,191,17,69,6
"800","14246","KREBS, John Hans","100","House","CA","-0.279","-0.12",-0.142498642206192,56,8,15,5
"801","14280","WAXMAN, Henry Arnold","100","House","CA","-0.473","-0.343",-0.71483963727951,432,5,239,6
"802","14229","HANNAFORD, Mark Warren","100","House","CA","-0.295","-0.043",0.0175087749958038,50,9,15,6
"803","14250","LLOYD, James Fredrick","100","House","CA","-0.218","-0.032",0.0231868885457516,66,8,21,11
"804","14266","PATTERSON, Jerry Mumford","100","House","CA","-0.367","0.007",-0.0847957506775856,89,9,37,6
"805","14282","WIRTH, Timothy E.","100","House","CO","-0.293","-0.315",-0.241828367114067,109,13,46,2
"806","14213","DODD, Christopher John","100","House","CT","-0.328","-0.317",-0.145150005817413,60,9,20,5
"807","14258","MOFFETT, Anthony John, Jr. (Toby)","100","House","CT","-0.377","-0.756",-0.499813348054886,75,3,28,1
"808","14243","KELLY, Richard","200","House","FL","0.504","0.078",0.412362903356552,47,12,31,10
"809","14249","LEVITAS, Elliott Harris","100","House","GA","-0.056","0.075",0.0632220581173897,90,11,32,17
"810","14252","McDONALD, Lawrence Patton","100","House","GA","0.884","0.343",1,42,6,86,4
"811","14271","RUSSO, Martin Anthony","100","House","IL","-0.192","-0.209",-0.114625416696072,143,13,52,8
"812","14239","HYDE, Henry John","200","House","IL","0.312","-0.18",0.346118807792664,187,24,150,32
"813","14228","HALL, Tim Lee","100","House","IL","-0.36","0.044",0.0302229207009077,32,2,11,3
"814","14275","SIMON, Paul Martin","100","House","IL","-0.397","-0.224",-0.102829091250896,84,9,29,6
"815","14222","FITHIAN, Floyd James","100","House","IN","-0.165","-0.061",0.0539927259087563,75,9,28,9
"816","14220","EVANS, David Walter","100","House","IN","-0.054","0.003",0.268622040748596,58,32,24,12
"817","14232","HAYES, Philip Harold","100","House","IN","-0.384","-0.126",-0.147233694791794,29,2,11,2
"818","14274","SHARP, Philip Riley","100","House","IN","-0.166","-0.283",-0.0174335110932589,152,17,63,16
"819","14207","BLOUIN, Michael Thomas","100","House","IA","-0.288","-0.407",-0.0857049524784088,56,5,17,3
"820","14226","GRASSLEY, Charles Ernest","200","House","IA","0.358","-0.041",0.342228472232819,63,10,28,8
"821","14230","HARKIN, Thomas Richard (Tom)","100","House","IA","-0.351","-0.546",-0.093679167330265,92,9,41,7
"822","14205","BEDELL, Berkley Warren","100","House","IA","-0.24","-0.595",-0.139985591173172,102,16,44,7
"823","14244","KEYS, Martha Elizabeth","100","House","KS","-0.231","-0.471",-0.0413429215550423,55,6,15,6
"824","14237","HUBBARD, Carroll, Jr.","100","House","KY","-0.038","0.476",0.249051868915558,128,24,51,19
"825","14259","MOORE, William Henson, III","200","House","LA","0.24","0.144",0.285884976387024,103,16,43,12
"826","14218","EMERY, David Farnham","200","House","ME","0.155","-0.39",0.086513876914978,70,13,29,11
"827","14278","SPELLMAN, Gladys Noon","100","House","MD","-0.308","-0.216",-0.137046426534653,66,4,25,3
"828","14216","EARLY, Joseph Daniel","100","House","MA","-0.254","-0.409",-0.0985291674733162,136,16,53,2
"829","14279","TSONGAS, Paul Efthemios","100","House","MA","-0.383","-0.498",-0.265307992696762,52,4,17,1
"830","14210","CARR, Milton Robert (Bob)","100","House","MI","-0.254","-0.342",-0.0148782897740602,126,23,51,15
"831","11043","RIEGLE, Donald Wayne, Jr.","100","House","MI","-0.426","-0.121",-0.134275704622269,21,0,8,1
"832","14209","BRODHEAD, William McNulty","100","House","MI","-0.463","-0.427",-0.257760405540466,88,6,29,3
"833","14206","BLANCHARD, James Johnston","100","House","MI","-0.352","-0.143",-0.0349059961736202,76,7,20,10
"834","14227","HAGEDORN, Thomas Michael","200","House","MN","0.308","-0.055",0.309479624032974,78,13,31,6
"835","14263","NOLAN, Richard Michael","100","House","MN","-0.372","-0.372",-0.26260632276535,201,9,149,12
"836","14265","OBERSTAR, James Louis","100","House","MN","-0.553","0.304",-0.151182770729065,310,23,131,17
"837","14203","BAUCUS, Max Sieben","100","House","MT","-0.212","0.017",-0.0589551329612732,54,5,17,3
"838","14276","SMITH, Virginia Dodd","200","House","NE","0.238","0.033",0.362873733043671,126,17,64,14
"839","14272","SANTINI, James David","100","House","NV","-0.074","0.132",0.175639048218727,60,14,23,8
"840","14284","D'AMOURS, Norman Edward","100","House","NH","-0.17","-0.19",0.000347058579791337,89,10,36,14
"841","14223","FLORIO, James Joseph","100","House","NJ","-0.318","-0.101",-0.155804395675659,113,9,50,5
"842","14238","HUGHES, William John","100","House","NJ","-0.153","-0.204",-0.0361520051956177,151,18,65,17
"843","14221","FENWICK, Millicent Hammond","200","House","NJ","0.134","-0.976",-0.0528504401445389,79,14,31,9
"844","14254","MAGUIRE, Gene Andrew","100","House","NJ","-0.338","-0.941",-0.59179413318634,69,4,31,1
"845","14255","MEYNER, Helen Stevenson","100","House","NJ","-0.411","-0.262",-0.151032119989395,52,5,18,2
"846","14214","DOWNEY, Thomas Joseph","100","House","NY","-0.384","-0.341",-0.219844952225685,151,10,52,8
"847","14200","AMBRO, Jerome Anthony, Jr.","100","House","NY","-0.19","-0.098",-0.163896694779396,74,4,24,4
"848","14277","SOLARZ, Stephen Joshua","100","House","NY","-0.429","-0.258",-0.414419382810593,156,5,56,4
"849","14269","RICHMOND, Frederick William","100","House","NY","-0.564","-0.556",-0.40691202878952,79,2,25,1
"850","14283","ZEFERETTI, Leo C.","100","House","NY","-0.305","0.285",-0.0488390475511551,73,5,19,15
"851","14253","McHUGH, Matthew Francis","100","House","NY","-0.353","-0.227",-0.217803433537483,153,12,62,2
"852","14267","PATTISON, Edward Worthington","100","House","NY","-0.323","-0.4",-0.114443682134151,54,5,17,2
"853","14248","LaFALCE, John Joseph","100","House","NY","-0.357","0.112",-0.0874345526099205,227,28,86,31
"854","14264","NOWAK, Henry James","100","House","NY","-0.332","-0.123",-0.0709822475910187,150,10,53,14
"855","14262","NEAL, Stephen Lybrook","100","House","NC","-0.145","0.112",0.0600648783147335,140,11,57,19
"856","14233","HEFNER, Willie Gathrel (Bill)","100","House","NC","-0.264","0.609",0.0872400179505348,179,16,77,37
"857","14225","GRADISON, Willis David, Jr.","200","House","OH","0.233","-0.338",0.192889273166656,123,28,47,27
"858","14245","KINDNESS, Thomas Norman","200","House","OH","0.419","-0.051",0.437132209539413,79,11,63,15
"859","14260","MOTTL, Ronald Milton","100","House","OH","0.021","-0.29",-0.057240404188633,68,19,25,13
"860","14270","RISENHOOVER, Theodore Marshall","100","House","OK","-0.214","0.826",0.319640874862671,36,11,12,5
"861","94891","JARMAN, John","200","House","OK","0.206","0.426",0.319346010684967,27,4,14,4
"862","14219","ENGLISH, Glenn Lee, Jr.","100","House","OK","-0.027","0.603",0.24235562980175,143,25,56,15
"863","14201","AuCOIN, Les","100","House","OR","-0.231","-0.418",-0.10064821690321,130,11,49,10
"864","14281","WEAVER, James Howard","100","House","OR","-0.311","-0.578",-0.272377550601959,102,7,38,5
"865","14273","SCHULZE, Richard Taylor","200","House","PA","0.271","-0.036",0.282587677240372,137,17,51,19
"866","14217","EDGAR, Robert William","100","House","PA","-0.334","-0.718",-0.364536583423615,109,4,48,3
"867","14288","GOODLING, William Franklin","200","House","PA","0.336","-0.494",0.382068246603012,163,30,125,40
"868","14261","MYERS, Gary Arthur","200","House","PA","0.291","-0.576",0.118178240954876,42,14,12,11
"869","14204","BEARD, Edward Peter","100","House","RI","-0.286","-0.028",-0.00509517919272184,68,4,19,8
"870","14212","DERRICK, Butler Carson, Jr.","100","House","SC","-0.215","0.258",0.0952991545200348,126,26,53,24
"871","14235","HOLLAND, Kenneth Lamar","100","House","SC","-0.246","0.523",0.162616103887558,63,10,23,3
"872","14241","JENRETTE, John Wilson, Jr.","100","House","SC","-0.316","0.677",0.320577353239059,45,16,15,8
"873","14268","PRESSLER, Larry Lee","200","House","SD","0.213","-0.259",0.141186341643333,44,7,14,3
"874","14251","LLOYD, Marilyn Laird","100","House","TN","-0.058","0.452",0.253907382488251,142,26,54,22
"875","14224","FORD, Harold Eugene","100","House","TN","-0.438","-0.064",-0.164335861802101,173,16,59,13
"876","14234","HIGHTOWER, Jack English","100","House","TX","-0.115","0.711",0.205909833312035,90,16,28,13
"877","14247","KRUEGER, Robert Charles","100","House","TX","-0.117","0.4",0.238578125834465,39,8,16,5
"878","14236","HOWE, Allan Turner","100","House","UT","-0.309","0.339",0.0893197283148766,25,3,12,3
"879","14240","JEFFORDS, James Merrill","200","House","VT","0.014","-0.687",-0.041387040168047,103,21,45,9
"880","14231","HARRIS, Herbert Eugene, II","100","House","VA","-0.324","-0.27",-0.188448071479797,75,7,24,2
"881","14215","FISHER, Joseph Lyman","100","House","VA","-0.298","-0.22",-0.139829084277153,76,4,26,3
"882","14208","BONKER, Don Leroy","100","House","WA","-0.336","-0.059",-0.085483193397522,116,14,40,8
"883","14202","BALDUS, Alvin James","100","House","WI","-0.383","-0.069",-0.0550408214330673,73,5,21,5
"884","14211","CORNELL, Robert John","100","House","WI","-0.324","-0.366",-0.149725720286369,59,5,20,0
"885","14242","KASTEN, Robert Walter, Jr.","200","House","WI","0.261","-0.112",0.0586855821311474,54,7,18,3
"886","14287","PETTIS, Shirley Neil","200","House","CA","0.209","-0.179",0.161251440644264,45,9,17,3
"887","14285","FARY, John G.","100","House","IL","-0.451","0.47",0.0506750196218491,64,11,29,9
"888","14286","ALLEN, Clifford Robertson","100","House","TN","-0.257","0.107",-0.0209677964448929,32,5,7,5
"889","14289","LUNDINE, Stanley Nelson","100","House","NY","-0.31","-0.273",-0.0899731069803238,86,10,36,4
"890","14291","HALL, Sam Blakeley, Jr.","100","House","TX","0.054","0.936",0.373700380325317,54,21,36,11
"891","14290","PAUL, Ronald Ernest","200","House","TX","0.863","-0.505",0.875303447246552,100,32,180,30
