last_name,first_name,congress,state,d1,chamber,icpsr,district_code,party_code,bioguide_id
ABBITT,Watkins,92,VA,8,House,2,4,100,A000002
ABDNOR,James,93,SD,20,House,14000,2,200,A000009
ABDNOR,James,94,SD,20.5,House,14000,2,200,A000009
ABDNOR,James,95,SD,17,House,14000,2,200,A000009
ABDNOR,James,96,SD,21.5,House,14000,2,200,A000009
ABERCROMBIE,Neil,99,HI,100,House,15245,1,100,A000014
ABERCROMBIE,Neil,102,HI,82.5,House,15245,1,100,A000014
ABERCROMBIE,Neil,103,HI,83.5,House,15245,1,100,A000014
ABERCROMBIE,Neil,104,HI,92,House,15245,1,100,A000014
ABERCROMBIE,Neil,105,HI,80,House,15245,1,100,A000014
ABERCROMBIE,Neil,106,HI,90,House,15245,1,100,A000014
ABERCROMBIE,Neil,107,HI,84,House,15245,1,100,A000014
ABERCROMBIE,Neil,108,HI,79,House,15245,1,100,A000014
ABERCROMBIE,Neil,109,HI,71,House,15245,1,100,A000014
ABERCROMBIE,Neil,110,HI,73.5,House,15245,1,100,A000014
ABERCROMBIE,Neil,111,HI,100,House,15245,1,100,A000014
ABERNETHY,Thomas,92,MS,0,House,13,1,100,A000016
ABOUREZK,James,92,SD,54,House,13000,2,100,A000017
ABRAHAM,Ralph,114,LA,3,House,21522,5,200,A000374
ABRAHAM,Ralph,115,LA,0,House,21522,5,200,A000374
ABZUG,Bella,92,NY,100,House,13001,19,100,A000018
ABZUG,Bella,93,NY,94,House,13001,20,100,A000018
ABZUG,Bella,94,NY,73.5,House,13001,20,100,A000018
ACKERMAN,Gary,98,NY,83,House,15000,7,100,A000022
ACKERMAN,Gary,99,NY,86,House,15000,7,100,A000022
ACKERMAN,Gary,100,NY,100,House,15000,7,100,A000022
ACKERMAN,Gary,101,NY,89,House,15000,7,100,A000022
ACKERMAN,Gary,102,NY,76,House,15000,7,100,A000022
ACKERMAN,Gary,103,NY,77,House,15000,5,100,A000022
ACKERMAN,Gary,104,NY,88.5,House,15000,5,100,A000022
ACKERMAN,Gary,105,NY,86.5,House,15000,5,100,A000022
ACKERMAN,Gary,106,NY,93,House,15000,5,100,A000022
ACKERMAN,Gary,107,NY,100,House,15000,5,100,A000022
ACKERMAN,Gary,108,NY,95,House,15000,5,100,A000022
ACKERMAN,Gary,109,NY,93,House,15000,5,100,A000022
ACKERMAN,Gary,110,NY,92.5,House,15000,5,100,A000022
ACKERMAN,Gary,111,NY,80,House,15000,5,100,A000022
ACKERMAN,Gary,112,NY,84,House,15000,5,100,A000022
ADAMS,Alma,113,NC,100,House,21545,12,100,A000370
ADAMS,Alma,114,NC,98.5,House,21545,12,100,A000370
ADAMS,Alma,115,NC,100,House,21545,12,100,A000370
ADAMS,Brockman,92,WA,100,House,10700,7,100,A000031
ADAMS,Brockman,93,WA,75,House,10700,7,100,A000031
ADAMS,Brockman,94,WA,56.5,House,10700,7,100,A000031
ADAMS,Sandra,112,FL,9,House,21120,24,200,A000366
ADDABBO,Joseph,92,NY,77,House,10500,7,100,A000052
ADDABBO,Joseph,93,NY,73,House,10500,7,100,A000052
ADDABBO,Joseph,94,NY,65,House,10500,7,100,A000052
ADDABBO,Joseph,95,NY,57,House,10500,7,100,A000052
ADDABBO,Joseph,96,NY,60,House,10500,7,100,A000052
ADDABBO,Joseph,97,NY,68,House,10500,7,100,A000052
ADDABBO,Joseph,98,NY,75,House,10500,6,100,A000052
ADERHOLT,Robert,105,AL,3,House,29701,4,200,A000055
ADERHOLT,Robert,106,AL,3.5,House,29701,4,200,A000055
ADERHOLT,Robert,107,AL,3.5,House,29701,4,200,A000055
ADERHOLT,Robert,108,AL,4.5,House,29701,4,200,A000055
ADERHOLT,Robert,109,AL,0,House,29701,4,200,A000055
ADERHOLT,Robert,110,AL,5,House,29701,4,200,A000055
ADERHOLT,Robert,111,AL,0,House,29701,4,200,A000055
ADERHOLT,Robert,112,AL,8.5,House,29701,4,200,A000055
ADERHOLT,Robert,113,AL,3.5,House,29701,4,200,A000055
ADERHOLT,Robert,114,AL,3,House,29701,4,200,A000055
ADERHOLT,Robert,115,AL,0,House,29701,4,200,A000055
ADLER,John,111,NJ,91.5,House,20928,3,100,A000364
AGUILAR,Peter,114,CA,97,House,21506,31,100,A000371
AGUILAR,Peter,115,CA,100,House,21506,31,100,A000371
AKAKA,Daniel,95,HI,63,House,14400,2,100,A000069
AKAKA,Daniel,96,HI,45,House,14400,2,100,A000069
AKAKA,Daniel,97,HI,54,House,14400,2,100,A000069
AKAKA,Daniel,98,HI,67,House,14400,2,100,A000069
AKAKA,Daniel,99,HI,57,House,14400,2,100,A000069
AKAKA,Daniel,100,HI,25,House,14400,2,100,A000069
AKAKA,Daniel,101,HI,95,House,14400,2,100,A000069
AKIN,W.,107,MO,0,House,20123,2,200,A000358
AKIN,W.,108,MO,5,House,20123,2,200,A000358
AKIN,W.,109,MO,4,House,20123,2,200,A000358
AKIN,W.,110,MO,2.5,House,20123,2,200,A000358
AKIN,W.,111,MO,0,House,20123,2,200,A000358
AKIN,W.,112,MO,7.5,House,20123,2,200,A000358
ALBOSTA,Donald,96,MI,42.5,House,14600,10,100,A000076
ALBOSTA,Donald,97,MI,62,House,14600,10,100,A000076
ALBOSTA,Donald,98,MI,67,House,14600,10,100,A000076
ALEXANDER,Rodney,108,LA,23.5,House,20327,5,100,A000361
ALEXANDER,Rodney,109,LA,0,House,90327,5,200,A000361
ALEXANDER,Rodney,110,LA,5,House,90327,5,200,A000361
ALEXANDER,Rodney,111,LA,17,House,90327,5,200,A000361
ALEXANDER,Rodney,112,LA,7,House,90327,5,200,A000361
ALEXANDER,Rodney,113,LA,4,House,90327,5,200,A000361
ALEXANDER,William,92,AR,23,House,12000,1,100,A000103
ALEXANDER,William,93,AR,20,House,12000,1,100,A000103
ALEXANDER,William,94,AR,31,House,12000,1,100,A000103
ALEXANDER,William,95,AR,40,House,12000,1,100,A000103
ALEXANDER,William,96,AR,29,House,12000,1,100,A000103
ALEXANDER,William,97,AR,39,House,12000,1,100,A000103
ALEXANDER,William,98,AR,29,House,12000,1,100,A000103
ALEXANDER,William,99,AR,43,House,12000,1,100,A000103
ALEXANDER,William,100,AR,25,House,12000,1,100,A000103
ALEXANDER,William,101,AR,47.5,House,12000,1,100,A000103
ALEXANDER,William,102,AR,38,House,12000,1,100,A000103
ALLARD,A.,102,CO,0,House,29108,4,200,A000109
ALLARD,A.,103,CO,19,House,29108,4,200,A000109
ALLEN,Clifford,94,TN,80.5,House,14286,5,100,A000118
ALLEN,Clifford,95,TN,54,House,14286,5,100,A000118
ALLEN,George,102,VA,13.5,House,29148,7,200,A000121
ALLEN,Rick,114,GA,0,House,21516,12,200,A000372
ALLEN,Rick,115,GA,0,House,21516,12,200,A000372
ALLEN,Thomas,105,ME,94,House,29728,1,100,A000357
ALLEN,Thomas,106,ME,87,House,29728,1,100,A000357
ALLEN,Thomas,107,ME,90.5,House,29728,1,100,A000357
ALLEN,Thomas,108,ME,90.5,House,29728,1,100,A000357
ALLEN,Thomas,109,ME,97,House,29728,1,100,A000357
ALLEN,Thomas,110,ME,100,House,29728,1,100,A000357
ALTMIRE,Jason,110,PA,78.5,House,20743,4,100,A000362
ALTMIRE,Jason,111,PA,79.5,House,20743,4,100,A000362
ALTMIRE,Jason,112,PA,34.5,House,20743,4,100,A000362
AMASH,Justin,112,MI,16,House,21143,3,200,A000367
AMASH,Justin,113,MI,14.5,House,21143,3,200,A000367
AMASH,Justin,114,MI,14,House,21143,3,200,A000367
AMASH,Justin,115,MI,23,House,21143,3,200,A000367
AMBRO,Jerome,94,NY,84,House,14200,3,100,A000170
AMBRO,Jerome,95,NY,80,House,14200,3,100,A000170
AMBRO,Jerome,96,NY,73,House,14200,3,100,A000170
AMMERMAN,Joseph,95,PA,63,House,14401,23,100,A000177
AMODEI,Mark,112,NV,1.5,House,21196,2,200,A000369
AMODEI,Mark,113,NV,3.5,House,21196,2,200,A000369
AMODEI,Mark,114,NV,3,House,21196,2,200,A000369
AMODEI,Mark,115,NV,6,House,21196,2,200,A000369
ANDERSON,Glenn,92,CA,92,House,12001,17,100,A000189
ANDERSON,Glenn,93,CA,82.5,House,12001,35,100,A000189
ANDERSON,Glenn,94,CA,66,House,12001,32,100,A000189
ANDERSON,Glenn,95,CA,40,House,12001,32,100,A000189
ANDERSON,Glenn,96,CA,51,House,12001,32,100,A000189
ANDERSON,Glenn,97,CA,65.5,House,12001,32,100,A000189
ANDERSON,Glenn,98,CA,58,House,12001,32,100,A000189
ANDERSON,Glenn,99,CA,71,House,12001,32,100,A000189
ANDERSON,Glenn,100,CA,50,House,12001,32,100,A000189
ANDERSON,Glenn,101,CA,50,House,12001,32,100,A000189
ANDERSON,Glenn,102,CA,31,House,12001,32,100,A000189
ANDERSON,John,92,IL,69,House,10501,16,200,A000195
ANDERSON,John,93,IL,47,House,10501,16,200,A000195
ANDERSON,John,94,IL,38.5,House,10501,16,200,A000195
ANDERSON,John,95,IL,37,House,10501,16,200,A000195
ANDERSON,John,96,IL,19.5,House,10501,16,200,A000195
ANDERSON,William,92,TN,54,House,10701,6,100,A000203
ANDREWS,Elizabeth,92,AL,14,House,13053,3,100,A000205
ANDREWS,Ike,93,NC,30.5,House,14001,4,100,A000207
ANDREWS,Ike,94,NC,36,House,14001,4,100,A000207
ANDREWS,Ike,95,NC,37,House,14001,4,100,A000207
ANDREWS,Ike,96,NC,34,House,14001,4,100,A000207
ANDREWS,Ike,97,NC,47,House,14001,4,100,A000207
ANDREWS,Ike,98,NC,38,House,14001,4,100,A000207
ANDREWS,Mark,92,ND,31,House,10569,1,200,A000208
ANDREWS,Mark,93,ND,47.5,House,10569,1,200,A000208
ANDREWS,Mark,94,ND,23,House,10569,1,200,A000208
ANDREWS,Mark,95,ND,23,House,10569,1,200,A000208
ANDREWS,Mark,96,ND,20,House,10569,1,200,A000208
ANDREWS,Michael,98,TX,42,House,15001,25,100,A000209
ANDREWS,Michael,99,TX,71,House,15001,25,100,A000209
ANDREWS,Michael,100,TX,25,House,15001,25,100,A000209
ANDREWS,Michael,101,TX,72.5,House,15001,25,100,A000209
ANDREWS,Michael,102,TX,53.5,House,15001,25,100,A000209
ANDREWS,Michael,103,TX,67,House,15001,25,100,A000209
ANDREWS,Robert,102,NJ,65.5,House,29132,1,100,A000210
ANDREWS,Robert,103,NJ,82.5,House,29132,1,100,A000210
ANDREWS,Robert,104,NJ,92.5,House,29132,1,100,A000210
ANDREWS,Robert,105,NJ,97,House,29132,1,100,A000210
ANDREWS,Robert,106,NJ,97,House,29132,1,100,A000210
ANDREWS,Robert,107,NJ,94,House,29132,1,100,A000210
ANDREWS,Robert,108,NJ,100,House,29132,1,100,A000210
ANDREWS,Robert,109,NJ,91.5,House,29132,1,100,A000210
ANDREWS,Robert,110,NJ,92.5,House,29132,1,100,A000210
ANDREWS,Robert,111,NJ,100,House,29132,1,100,A000210
ANDREWS,Robert,112,NJ,90,House,29132,1,100,A000210
ANDREWS,Robert,113,NJ,96.5,House,29132,1,100,A000210
ANDREWS,Thomas,102,ME,100,House,29121,1,100,A000211
ANDREWS,Thomas,103,ME,100,House,29121,1,100,A000211
ANNUNZIO,Frank,92,IL,62,House,10703,7,100,A000212
ANNUNZIO,Frank,93,IL,66.5,House,10703,11,100,A000212
ANNUNZIO,Frank,94,IL,45,House,10703,11,100,A000212
ANNUNZIO,Frank,95,IL,50,House,10703,11,100,A000212
ANNUNZIO,Frank,96,IL,37,House,10703,11,100,A000212
ANNUNZIO,Frank,97,IL,58.5,House,10703,11,100,A000212
ANNUNZIO,Frank,98,IL,63,House,10703,11,100,A000212
ANNUNZIO,Frank,99,IL,57,House,10703,11,100,A000212
ANNUNZIO,Frank,100,IL,50,House,10703,11,100,A000212
ANNUNZIO,Frank,101,IL,66.5,House,10703,11,100,A000212
ANNUNZIO,Frank,102,IL,59,House,10703,11,100,A000212
ANTHONY,Beryl,96,AR,25,House,14601,4,100,A000213
ANTHONY,Beryl,97,AR,27,House,14601,4,100,A000213
ANTHONY,Beryl,98,AR,42,House,14601,4,100,A000213
ANTHONY,Beryl,99,AR,29,House,14601,4,100,A000213
ANTHONY,Beryl,100,AR,0,House,14601,4,100,A000213
ANTHONY,Beryl,101,AR,52.5,House,14601,4,100,A000213
ANTHONY,Beryl,102,AR,21,House,14601,4,100,A000213
APPLEGATE,Douglas,95,OH,43,House,14402,18,100,A000214
APPLEGATE,Douglas,96,OH,36.5,House,14402,18,100,A000214
APPLEGATE,Douglas,97,OH,67.5,House,14402,18,100,A000214
APPLEGATE,Douglas,98,OH,50,House,14402,18,100,A000214
APPLEGATE,Douglas,99,OH,29,House,14402,18,100,A000214
APPLEGATE,Douglas,100,OH,25,House,14402,18,100,A000214
APPLEGATE,Douglas,101,OH,57.5,House,14402,18,100,A000214
APPLEGATE,Douglas,102,OH,37.5,House,14402,18,100,A000214
APPLEGATE,Douglas,103,OH,42.5,House,14402,18,100,A000214
ARCHER,William,92,TX,31,House,13002,7,200,A000215
ARCHER,William,93,TX,14.5,House,13002,7,200,A000215
ARCHER,William,94,TX,23.5,House,13002,7,200,A000215
ARCHER,William,95,TX,17,House,13002,7,200,A000215
ARCHER,William,96,TX,16.5,House,13002,7,200,A000215
ARCHER,William,97,TX,26.5,House,13002,7,200,A000215
ARCHER,William,98,TX,33,House,13002,7,200,A000215
ARCHER,William,99,TX,14,House,13002,7,200,A000215
ARCHER,William,100,TX,25,House,13002,7,200,A000215
ARCHER,William,101,TX,30,House,13002,7,200,A000215
ARCHER,William,102,TX,18,House,13002,7,200,A000215
ARCHER,William,103,TX,21,House,13002,7,200,A000215
ARCHER,William,104,TX,4,House,13002,7,200,A000215
ARCHER,William,105,TX,17,House,13002,7,200,A000215
ARCHER,William,106,TX,6.5,House,13002,7,200,A000215
ARCURI,Michael,110,NY,91,House,20736,24,100,A000363
ARCURI,Michael,111,NY,93,House,20736,24,100,A000363
ARENDS,Leslie,92,IL,15,House,226,17,200,A000216
ARENDS,Leslie,93,IL,9,House,226,15,200,A000216
ARMEY,Richard,99,TX,29,House,15125,26,200,A000217
ARMEY,Richard,100,TX,25,House,15125,26,200,A000217
ARMEY,Richard,101,TX,19,House,15125,26,200,A000217
ARMEY,Richard,102,TX,0,House,15125,26,200,A000217
ARMEY,Richard,103,TX,9.5,House,15125,26,200,A000217
ARMEY,Richard,104,TX,4,House,15125,26,200,A000217
ARMEY,Richard,105,TX,16.5,House,15125,26,200,A000217
ARMEY,Richard,106,TX,3,House,15125,26,200,A000217
ARMEY,Richard,107,TX,0,House,15125,26,200,A000217
ARMSTRONG,William,93,CO,22.5,House,14002,5,200,A000219
ARMSTRONG,William,94,CO,32.5,House,14002,5,200,A000219
ARMSTRONG,William,95,CO,20,House,14002,5,200,A000219
ARRINGTON,Jodey,115,TX,0,House,21700,19,200,A000375
ASHBROOK,Jean,97,OH,20,House,14878,17,200,A000220
ASHBROOK,John,92,OH,15,House,10502,17,200,A000221
ASHBROOK,John,93,OH,14.5,House,10502,17,200,A000221
ASHBROOK,John,94,OH,16.5,House,10502,17,200,A000221
ASHBROOK,John,95,OH,13,House,10502,17,200,A000221
ASHBROOK,John,96,OH,15.5,House,10502,17,200,A000221
ASHBROOK,John,97,OH,7,House,10502,17,200,A000221
ASHFORD,John,114,NE,43,House,21533,2,100,A000373
ASHLEY,Thomas,92,OH,77,House,267,9,100,A000222
ASHLEY,Thomas,93,OH,74,House,267,9,100,A000222
ASHLEY,Thomas,94,OH,47.5,House,267,9,100,A000222
ASHLEY,Thomas,95,OH,73,House,267,9,100,A000222
ASHLEY,Thomas,96,OH,45.5,House,267,9,100,A000222
ASPIN,Leslie,92,WI,85,House,13003,1,100,A000224
ASPIN,Leslie,93,WI,72,House,13003,1,100,A000224
ASPIN,Leslie,94,WI,75.5,House,13003,1,100,A000224
ASPIN,Leslie,95,WI,90,House,13003,1,100,A000224
ASPIN,Leslie,96,WI,77.5,House,13003,1,100,A000224
ASPIN,Leslie,97,WI,86,House,13003,1,100,A000224
ASPIN,Leslie,98,WI,71,House,13003,1,100,A000224
ASPIN,Leslie,99,WI,57,House,13003,1,100,A000224
ASPIN,Leslie,100,WI,75,House,13003,1,100,A000224
ASPIN,Leslie,101,WI,56.5,House,13003,1,100,A000224
ASPIN,Leslie,102,WI,62.5,House,13003,1,100,A000224
ASPINALL,Wayne,92,CO,15,House,275,4,100,A000225
ATKINS,Chester,99,MA,100,House,15084,5,100,A000226
ATKINS,Chester,100,MA,75,House,15084,5,100,A000226
ATKINS,Chester,101,MA,89,House,15084,5,100,A000226
ATKINS,Chester,102,MA,86.5,House,15084,5,100,A000226
ATKINSON,Eugene,96,PA,50,House,14602,25,100,A000329
ATKINSON,Eugene,97,PA,43,House,94602,25,200,A000329
AUCOIN,Les,94,OR,59.5,House,14201,1,100,A000337
AUCOIN,Les,95,OR,63,House,14201,1,100,A000337
AUCOIN,Les,96,OR,67,House,14201,1,100,A000337
AUCOIN,Les,97,OR,73,House,14201,1,100,A000337
AUCOIN,Les,98,OR,63,House,14201,1,100,A000337
AUCOIN,Les,99,OR,57,House,14201,1,100,A000337
AUCOIN,Les,100,OR,100,House,14201,1,100,A000337
AUCOIN,Les,101,OR,70,House,14201,1,100,A000337
AUCOIN,Les,102,OR,73,House,14201,1,100,A000337
AUSTRIA,Steve,111,OH,5,House,20940,7,200,A000365
AUSTRIA,Steve,112,OH,8.5,House,20940,7,200,A000365
BABIN,Brian,114,TX,0,House,21551,36,200,B001291
BABIN,Brian,115,TX,0,House,21551,36,200,B001291
BACA,Joe,106,CA,57,House,29942,42,100,B001234
BACA,Joe,107,CA,69.5,House,29942,42,100,B001234
BACA,Joe,108,CA,66,House,29942,43,100,B001234
BACA,Joe,109,CA,65.5,House,29942,43,100,B001234
BACA,Joe,110,CA,85,House,29942,43,100,B001234
BACA,Joe,111,CA,90,House,29942,43,100,B001234
BACA,Joe,112,CA,71.5,House,29942,43,100,B001234
BACCHUS,James,102,FL,82.5,House,29112,11,100,B000008
BACCHUS,James,103,FL,80,House,29112,15,100,B000008
BACHMANN,Michele,110,MN,4,House,20728,6,200,B001256
BACHMANN,Michele,111,MN,5,House,20728,6,200,B001256
BACHMANN,Michele,112,MN,7.5,House,20728,6,200,B001256
BACHMANN,Michele,113,MN,7,House,20728,6,200,B001256
BACHUS,Spencer,103,AL,19.5,House,29301,6,200,B000013
BACHUS,Spencer,104,AL,4,House,29301,6,200,B000013
BACHUS,Spencer,105,AL,13.5,House,29301,6,200,B000013
BACHUS,Spencer,106,AL,7,House,29301,6,200,B000013
BACHUS,Spencer,107,AL,3.5,House,29301,6,200,B000013
BACHUS,Spencer,108,AL,7.5,House,29301,6,200,B000013
BACHUS,Spencer,109,AL,4,House,29301,6,200,B000013
BACHUS,Spencer,110,AL,10,House,29301,6,200,B000013
BACHUS,Spencer,111,AL,10,House,29301,6,200,B000013
BACHUS,Spencer,112,AL,7,House,29301,6,200,B000013
BACHUS,Spencer,113,AL,1.5,House,29301,6,200,B000013
BACON,Donald,115,NE,6,House,21701,2,200,B001298
BADHAM,Robert,95,CA,3,House,14403,40,200,B000024
BADHAM,Robert,96,CA,10,House,14403,40,200,B000024
BADHAM,Robert,97,CA,11,House,14403,40,200,B000024
BADHAM,Robert,98,CA,8,House,14403,40,200,B000024
BADHAM,Robert,99,CA,0,House,14403,40,200,B000024
BADHAM,Robert,100,CA,0,House,14403,40,200,B000024
BADILLO,Herman,92,NY,77,House,13004,21,100,B000025
BADILLO,Herman,93,NY,78,House,13004,21,100,B000025
BADILLO,Herman,94,NY,78,House,13004,21,100,B000025
BAESLER,Henry,103,KY,56,House,29353,6,100,B000028
BAESLER,Henry,104,KY,50,House,29353,6,100,B000028
BAESLER,Henry,105,KY,38.5,House,29353,6,100,B000028
BAFALIS,Louis,93,FL,44,House,14003,10,200,B000029
BAFALIS,Louis,94,FL,34.5,House,14003,10,200,B000029
BAFALIS,Louis,95,FL,27,House,14003,10,200,B000029
BAFALIS,Louis,96,FL,13.5,House,14003,10,200,B000029
BAFALIS,Louis,97,FL,17,House,14003,10,200,B000029
BAILEY,Donald,96,PA,48,House,14603,21,100,B000037
BAILEY,Donald,97,PA,50.5,House,14603,21,100,B000037
BAILEY,R.,97,MO,21,House,14800,8,200,B000047
BAIRD,Brian,106,WA,87,House,29938,3,100,B001229
BAIRD,Brian,107,WA,87.5,House,29938,3,100,B001229
BAIRD,Brian,108,WA,95,House,29938,3,100,B001229
BAIRD,Brian,109,WA,88.5,House,29938,3,100,B001229
BAIRD,Brian,110,WA,97.5,House,29938,3,100,B001229
BAIRD,Brian,111,WA,93,House,29938,3,100,B001229
BAKER,LaMar,92,TN,23,House,13005,3,200,B000069
BAKER,LaMar,93,TN,17.5,House,13005,3,200,B000069
BAKER,Richard,100,LA,25,House,15401,6,200,B000072
BAKER,Richard,101,LA,6.5,House,15401,6,200,B000072
BAKER,Richard,102,LA,0,House,15401,6,200,B000072
BAKER,Richard,103,LA,11.5,House,15401,6,200,B000072
BAKER,Richard,104,LA,8,House,15401,6,200,B000072
BAKER,Richard,105,LA,7,House,15401,6,200,B000072
BAKER,Richard,106,LA,3.5,House,15401,6,200,B000072
BAKER,Richard,107,LA,0,House,15401,6,200,B000072
BAKER,Richard,108,LA,5,House,15401,6,200,B000072
BAKER,Richard,109,LA,0,House,15401,6,200,B000072
BAKER,Richard,110,LA,5,House,15401,6,200,B000072
BAKER,William,103,CA,16.5,House,29310,10,200,B000078
BAKER,William,104,CA,7.5,House,29310,10,200,B000078
BALDACCI,John,104,ME,88.5,House,29528,2,100,B000081
BALDACCI,John,105,ME,81.5,House,29528,2,100,B000081
BALDACCI,John,106,ME,76,House,29528,2,100,B000081
BALDACCI,John,107,ME,90.5,House,29528,2,100,B000081
BALDUS,Alvin,94,WI,75.5,House,14202,3,100,B000083
BALDUS,Alvin,95,WI,73,House,14202,3,100,B000083
BALDUS,Alvin,96,WI,57,House,14202,3,100,B000083
BALDWIN,Tammy,106,WI,87.5,House,29940,2,100,B001230
BALDWIN,Tammy,107,WI,100,House,29940,2,100,B001230
BALDWIN,Tammy,108,WI,100,House,29940,2,100,B001230
BALDWIN,Tammy,109,WI,100,House,29940,2,100,B001230
BALDWIN,Tammy,110,WI,100,House,29940,2,100,B001230
BALDWIN,Tammy,111,WI,95,House,29940,2,100,B001230
BALDWIN,Tammy,112,WI,95.5,House,29940,2,100,B001230
BALLANCE,Frank,108,NC,92.5,House,20339,1,100,B001238
BALLENGER,Cass,100,NC,25,House,15402,10,200,B000104
BALLENGER,Cass,101,NC,24,House,15402,10,200,B000104
BALLENGER,Cass,102,NC,3,House,15402,10,200,B000104
BALLENGER,Cass,103,NC,12,House,15402,10,200,B000104
BALLENGER,Cass,104,NC,4,House,15402,10,200,B000104
BALLENGER,Cass,105,NC,7,House,15402,10,200,B000104
BALLENGER,Cass,106,NC,10,House,15402,10,200,B000104
BALLENGER,Cass,107,NC,0,House,15402,10,200,B000104
BALLENGER,Cass,108,NC,2.5,House,15402,10,200,B000104
BANKS,James,115,IN,0,House,21702,3,200,B001299
BARBER,Ron,112,AZ,81,House,21199,8,100,B001279
BARBER,Ron,113,AZ,77,House,21199,2,100,B001279
BARCA,Peter,103,WI,83,House,39314,1,100,B001226
BARCIA,James,103,MI,35,House,29363,5,100,B000134
BARCIA,James,104,MI,46,House,29363,5,100,B000134
BARCIA,James,105,MI,35.5,House,29363,5,100,B000134
BARCIA,James,106,MI,50,House,29363,5,100,B000134
BARCIA,James,107,MI,63.5,House,29363,5,100,B000134
BARING,Walter,92,NV,8,House,433,1,100,B000141
BARLETTA,Lou,112,PA,10,House,21171,11,200,B001269
BARLETTA,Lou,113,PA,3.5,House,21171,11,200,B001269
BARLETTA,Lou,114,PA,3,House,21171,11,200,B001269
BARLETTA,Lou,115,PA,3,House,21171,11,200,B001269
BARLOW,Thomas,103,KY,54.5,House,29351,1,100,B000151
BARNARD,Druie,95,GA,37,House,14404,10,100,B000153
BARNARD,Druie,96,GA,20.5,House,14404,10,100,B000153
BARNARD,Druie,97,GA,24.5,House,14404,10,100,B000153
BARNARD,Druie,98,GA,46,House,14404,10,100,B000153
BARNARD,Druie,99,GA,43,House,14404,10,100,B000153
BARNARD,Druie,100,GA,25,House,14404,10,100,B000153
BARNARD,Druie,101,GA,39,House,14404,10,100,B000153
BARNARD,Druie,102,GA,29.5,House,14404,10,100,B000153
BARNES,Michael,96,MD,92,House,14604,8,100,B000160
BARNES,Michael,97,MD,98,House,14604,8,100,B000160
BARNES,Michael,98,MD,96,House,14604,8,100,B000160
BARNES,Michael,99,MD,71,House,14604,8,100,B000160
BARR,Bob,104,GA,4,House,29511,7,200,B000169
BARR,Bob,105,GA,9.5,House,29511,7,200,B000169
BARR,Bob,106,GA,16.5,House,29511,7,200,B000169
BARR,Bob,107,GA,10,House,29511,7,200,B000169
BARR,Garland,113,KY,5,House,21333,6,200,B001282
BARR,Garland,114,KY,0,House,21333,6,200,B001282
BARR,Garland,115,KY,0,House,21333,6,200,B001282
BARRAGAN,Nanette,115,CA,97,House,21703,44,100,B001300
BARRETT,William,102,NE,0,House,29129,3,200,B000179
BARRETT,William,103,NE,9.5,House,29129,3,200,B000179
BARRETT,William,104,NE,4,House,29129,3,200,B000179
BARRETT,William,105,NE,10.5,House,29129,3,200,B000179
BARRETT,William,106,NE,3.5,House,29129,3,200,B000179
BARRETT,James,108,SC,2.5,House,20347,3,200,B001239
BARRETT,James,109,SC,7,House,20347,3,200,B001239
BARRETT,James,110,SC,6.5,House,20347,3,200,B001239
BARRETT,James,111,SC,5,House,20347,3,200,B001239
BARRETT,Thomas,103,WI,90.5,House,39315,5,100,B000177
BARRETT,Thomas,104,WI,96,House,39315,5,100,B000177
BARRETT,Thomas,105,WI,97,House,39315,5,100,B000177
BARRETT,Thomas,106,WI,96.5,House,39315,5,100,B000177
BARRETT,Thomas,107,WI,94,House,39315,5,100,B000177
BARRETT,William,92,PA,69,House,465,1,100,B000178
BARRETT,William,93,PA,53,House,465,1,100,B000178
BARRETT,William,94,PA,16.5,House,465,1,100,B000178
BARROW,John,109,GA,64,House,20507,12,100,B001252
BARROW,John,110,GA,59.5,House,20507,12,100,B001252
BARROW,John,111,GA,84.5,House,20507,12,100,B001252
BARROW,John,112,GA,33,House,20507,12,100,B001252
BARROW,John,113,GA,26,House,20507,12,100,B001252
BARTLETT,Harry,98,TX,25,House,15002,3,200,B000204
BARTLETT,Harry,99,TX,29,House,15002,3,200,B000204
BARTLETT,Harry,100,TX,25,House,15002,3,200,B000204
BARTLETT,Harry,101,TX,34,House,15002,3,200,B000204
BARTLETT,Roscoe,103,MD,14,House,29356,6,200,B000208
BARTLETT,Roscoe,104,MD,11.5,House,29356,6,200,B000208
BARTLETT,Roscoe,105,MD,6.5,House,29356,6,200,B000208
BARTLETT,Roscoe,106,MD,6.5,House,29356,6,200,B000208
BARTLETT,Roscoe,107,MD,37,House,29356,6,200,B000208
BARTLETT,Roscoe,108,MD,15,House,29356,6,200,B000208
BARTLETT,Roscoe,109,MD,48.5,House,29356,6,200,B000208
BARTLETT,Roscoe,110,MD,30,House,29356,6,200,B000208
BARTLETT,Roscoe,111,MD,12,House,29356,6,200,B000208
BARTLETT,Roscoe,112,MD,17.5,House,29356,6,200,B000208
BARTON,Joe,99,TX,29,House,15085,6,200,B000213
BARTON,Joe,100,TX,0,House,15085,6,200,B000213
BARTON,Joe,101,TX,12.5,House,15085,6,200,B000213
BARTON,Joe,102,TX,0,House,15085,6,200,B000213
BARTON,Joe,103,TX,16.5,House,15085,6,200,B000213
BARTON,Joe,104,TX,0,House,15085,6,200,B000213
BARTON,Joe,105,TX,7,House,15085,6,200,B000213
