"","icpsr","name","party_code","state_abbrev","ambiguity","dim1","dim2","correctYea","wrongYea","wrongNay","correctNay","GMP","CC","coord1D","se1D","prop1","prop2","prop3","chamber"
"1796","21324","GABBARD, Tulsi","100","HI",0,-0.274,"-0.282",169,4,1,152,0.965814888477325,0.984662576687117,-0.545445442199707,0,97.6878612716763,99.3464052287582,98.5171332502172,"House"
"1797","21325","DUCKWORTH, Tammy","100","IL",0,-0.336,"0.091",96,2,0,93,0.958514034748077,0.989528795811518,-0.455893188714981,0,97.9591836734694,100,98.9795918367347,"House"
"1798","21326","SCHNEIDER, Brad","100","IL",0,-0.187,"-0.14",124,1,2,98,0.943437874317169,0.986666666666667,-0.364309757947922,0,99.2,98,98.6,"House"
"1799","21327","ENYART, Bill","100","IL",0,-0.251,"0.159",45,6,6,36,0.746156692504883,0.870967741935484,-0.0967502370476723,0,88.2352941176471,85.7142857142857,86.9747899159664,"House"
"1800","21328","DAVIS, Rodney","200","IL",0,0.279,"0.17",178,4,3,170,0.922754347324371,0.980281690140845,0.572346329689026,0,97.8021978021978,98.2658959537572,98.0340468779775,"House"
"1801","21329","BUSTOS, Cheri","100","IL",0,-0.239,"0.054",192,2,11,158,0.932180166244507,0.964187327823691,-0.267491161823273,0,98.9690721649485,93.491124260355,96.2300982126517,"House"
"1802","21330","WALORSKI, Jackie","200","IN",0,0.436,"0.315",181,2,3,176,0.943924307823181,0.986187845303867,0.683091282844543,0,98.9071038251366,98.3240223463687,98.6155630857527,"House"
"1803","21331","BROOKS, Susan","200","IN",0,0.352,"0.217",165,9,5,163,0.911355793476105,0.95906432748538,0.570713698863983,0,94.8275862068966,97.0238095238095,95.925697865353,"House"
"1804","21332","MESSER, Luke","200","IN",0,0.563,"-0.086",137,2,2,142,0.958769798278809,0.985865724381625,0.80716872215271,0,98.5611510791367,98.6111111111111,98.5861310951239,"House"
"1805","31102","MASSIE, Thomas","200","KY",0,0.678,"-0.735",163,7,3,190,0.884179830551147,0.972451790633609,1,0,95.8823529411765,98.4455958549223,97.1639743980494,"House"
"1806","21333","BARR, Garland H. (Andy) IV","200","KY",0,0.484,"0.294",175,0,6,174,0.944623410701752,0.983098591549296,0.736519753932953,0,100,96.6666666666667,98.3333333333333,"House"
"1807","21334","DELANEY, John","100","MD",0,-0.276,"0.041",148,1,2,143,0.95705771446228,0.989795918367347,-0.405549138784409,0,99.3288590604027,98.6206896551724,98.9747743577876,"House"
"1808","21335","KENNEDY, Joseph P. III","100","MA",0,-0.421,"-0.206",172,1,1,158,0.987859010696411,0.993975903614458,-0.616325557231903,0,99.4219653179191,99.3710691823899,99.3965172501545,"House"
"1809","21372","KILDEE, Dan","100","MI",0,-0.367,"-0.174",189,1,0,166,0.984591662883759,0.997191011235955,-0.541077733039856,0,99.4736842105263,100,99.7368421052632,"House"
"1810","21336","BENTIVOLIO, Kerry","200","MI",0,0.723,"-0.319",45,0,1,48,0.961663842201233,0.98936170212766,0.876949548721313,0,100,97.9591836734694,98.9795918367347,"House"
"1811","21337","WAGNER, Ann","200","MO",0,0.393,"0.284",168,5,2,171,0.926466047763824,0.979768786127168,0.698196113109589,0,97.1098265895954,98.8439306358381,97.9768786127168,"House"
"1812","21338","DAINES, Steve","200","MT",0,0.588,"-0.031",43,1,0,49,0.936642587184906,0.989247311827957,0.598949313163757,0,97.7272727272727,100,98.8636363636364,"House"
"1813","21339","HORSFORD, Steven","100","NV",0,-0.342,"0.135",87,2,5,59,0.904685258865356,0.954248366013072,-0.290518909692764,0,97.752808988764,92.1875,94.970154494382,"House"
"1814","21340","KUSTER, Ann McLane","100","NH",0,-0.26,"-0.098",189,2,7,158,0.947602927684784,0.974719101123595,-0.315391302108765,0,98.9528795811518,95.7575757575758,97.3552276693638,"House"
"1815","31103","PAYNE, Donald, Jr.","100","NJ",0,-0.52,"-0.097",174,1,1,138,0.985862851142883,0.993630573248408,-0.677177011966705,0,99.4285714285714,99.2805755395683,99.3545734840699,"House"
"1816","21341","LUJAN GRISHAM, Michelle","100","NM",0,-0.313,"0.047",143,5,3,141,0.919207453727722,0.972602739726027,-0.401941776275635,0,96.6216216216216,97.9166666666667,97.2691441441441,"House"
"1817","21342","MENG, Grace","100","NY",0,-0.376,"-0.217",189,0,0,165,0.995953440666199,1,-0.885037899017334,0,100,100,100,"House"
"1818","21343","JEFFRIES, Hakeem","100","NY",0,-0.486,"-0.072",185,3,0,162,0.977338492870331,0.991428571428571,-0.557441651821136,0,98.4042553191489,100,99.2021276595745,"House"
"1819","21344","MALONEY, Sean Patrick","100","NY",0,-0.239,"0.114",191,2,9,159,0.941698729991913,0.969529085872576,-0.288470715284348,0,98.9637305699482,94.6428571428571,96.8032938564027,"House"
"1820","21345","COLLINS, Chris","200","NY",0,0.357,"0.236",163,3,3,147,0.939574539661407,0.981012658227848,0.65849494934082,0,98.1927710843374,98,98.0963855421687,"House"
"1821","21346","HUDSON, Richard","200","NC",0,0.526,"0.178",167,5,9,165,0.907693088054657,0.959537572254335,0.717514038085938,0,97.093023255814,94.8275862068966,95.9603047313553,"House"
"1822","21347","PITTENGER, Robert","200","NC",0,0.561,"0.333",142,1,0,146,0.979839026927948,0.996539792387543,0.844382524490356,0,99.3006993006993,100,99.6503496503497,"House"
"1823","21348","MEADOWS, Mark","200","NC",0,0.605,"-0.201",164,3,5,165,0.939309597015381,0.976261127596439,0.793345808982849,0,98.2035928143712,97.0588235294118,97.6312081718915,"House"
"1824","21349","HOLDING, George E.B.","200","NC",0,0.604,"0.165",160,3,4,169,0.94766891002655,0.979166666666667,0.835611879825592,0,98.159509202454,97.6878612716763,97.9236852370651,"House"
"1825","21350","CRAMER, Kevin","200","ND",0,0.4,"0.383",143,1,1,143,0.974246203899384,0.993055555555556,0.730751752853394,0,99.3055555555556,99.3055555555556,99.3055555555556,"House"
"1826","21351","WENSTRUP, Brad","200","OH",0,0.528,"0.268",176,1,2,172,0.953129827976227,0.991452991452991,0.733127236366272,0,99.4350282485876,98.8505747126437,99.1428014806156,"House"
"1827","21352","BEATTY, Joyce","100","OH",0,-0.439,"0.042",192,1,1,164,0.988666117191315,0.994413407821229,-0.617411196231842,0,99.4818652849741,99.3939393939394,99.4379023394567,"House"
"1828","21353","JOYCE, David","200","OH",0,0.256,"0.301",173,8,6,162,0.887660443782806,0.959885386819484,0.548881947994232,0,95.5801104972376,96.4285714285714,96.0043409629045,"House"
"1829","21354","BRIDENSTINE, Jim","200","OK",0,0.689,"-0.157",127,2,0,139,0.98251348733902,0.992537313432836,0.93015867471695,0,98.4496124031008,100,99.2248062015504,"House"
"1830","21355","MULLIN, Markwayne","200","OK",0,0.538,"0.218",165,1,2,180,0.966538608074188,0.991379310344828,0.843028008937836,0,99.3975903614458,98.9010989010989,99.1493446312724,"House"
"1831","21356","PERRY, Scott","200","PA",0,0.677,"-0.461",168,7,8,178,0.922563016414642,0.958448753462604,0.815409541130066,0,96,95.6989247311828,95.8494623655914,"House"
"1832","21357","ROTHFUS, Keith","200","PA",0,0.498,"0.044",150,1,1,146,0.97096461057663,0.993288590604027,0.720668137073517,0,99.3377483443709,99.3197278911565,99.3287381177637,"House"
"1833","21358","CARTWRIGHT, Matt","100","PA",0,-0.349,"-0.005",191,1,0,165,0.975238025188446,0.997198879551821,-0.509729266166687,0,99.4791666666667,100,99.7395833333333,"House"
"1834","21359","RICE, Tom","200","SC",0,0.558,"-0.217",171,4,10,175,0.917942821979523,0.961111111111111,0.781081080436707,0,97.7142857142857,94.5945945945946,96.1544401544402,"House"
"1835","21360","WEBER, Randy","200","TX",0,0.73,"0.017",165,7,3,186,0.955111384391785,0.972299168975069,0.906002104282379,0,95.9302325581395,98.4126984126984,97.171465485419,"House"
"1836","21361","O'ROURKE, Beto","100","TX",0,-0.304,"-0.331",143,3,2,142,0.966545820236206,0.982758620689655,-0.535151124000549,0,97.9452054794521,98.6111111111111,98.2781582952816,"House"
"1837","21362","CASTRO, Joaquin","100","TX",0,-0.404,"-0.071",191,2,0,162,0.981484889984131,0.994366197183099,-0.618123292922974,0,98.9637305699482,100,99.4818652849741,"House"
"1838","21363","GALLEGO, Pete P.","100","TX",0,-0.216,"0.378",41,11,4,36,0.687182903289795,0.83695652173913,-0.118060491979122,0,78.8461538461538,90,84.4230769230769,"House"
"1839","21364","WILLIAMS, Roger","200","TX",0,0.595,"0.063",164,3,5,173,0.948608815670013,0.976811594202899,0.806474089622498,0,98.2035928143712,97.1910112359551,97.6973020251632,"House"
"1840","21365","VEASEY, Marc","100","TX",0,-0.404,"0.34",190,5,5,163,0.91355961561203,0.972451790633609,-0.351811081171036,0,97.4358974358974,97.0238095238095,97.2298534798535,"House"
"1841","21366","VELA, Filemon","100","TX",0,-0.311,"0.407",182,11,13,145,0.81144642829895,0.931623931623932,-0.169351294636726,0,94.300518134715,91.7721518987342,93.0363350167246,"House"
"1842","21367","STEWART, Chris","200","UT",0,0.499,"0.167",172,1,5,181,0.949536681175232,0.983286908077994,0.788071930408478,0,99.4219653179191,97.3118279569892,98.3668966374542,"House"
"1843","31101","DelBENE, Suzan K.","100","WA",0,-0.292,"-0.19",193,3,5,163,0.9553502202034,0.978021978021978,-0.357471883296967,0,98.469387755102,97.0238095238095,97.7465986394558,"House"
"1844","21368","KILMER, Derek","100","WA",0,-0.312,"-0.009",193,2,1,168,0.976351499557495,0.991758241758242,-0.448885679244995,0,98.974358974359,99.4082840236686,99.1913214990138,"House"
"1845","21369","HECK, Denny","100","WA",0,-0.312,"-0.128",178,2,1,165,0.975381553173065,0.991329479768786,-0.446710705757141,0,98.8888888888889,99.3975903614458,99.1432396251673,"House"
"1846","21370","POCAN, Mark","100","WI",0,-0.531,"-0.561",191,0,0,166,0.995991468429565,1,-0.885736644268036,0,100,100,100,"House"
"1847","21371","KELLY, Robin L.","100","IL",0,-0.467,"-0.023",190,1,3,164,0.967409193515778,0.988826815642458,-0.473008513450623,0,99.4764397905759,98.2035928143712,98.8400163024736,"House"
"1848","21373","SMITH, Jason","200","MO",0,0.581,"0.254",169,2,3,180,0.960100471973419,0.985875706214689,0.786934792995453,0,98.8304093567251,98.3606557377049,98.595532547215,"House"
"1849","21374","McALLISTER, Vance M.","200","LA",0,0.393,"0.399",31,0,0,31,0.982296824455261,1,0.617935955524445,0,100,100,100,"House"
"1850","21376","BYRNE, Bradley","200","AL",0,0.61,"0.25",155,3,0,158,0.957480192184448,0.990506329113924,0.887755692005157,0,98.1012658227848,100,99.0506329113924,"House"
"1851","21375","CLARK, Katherine M.","100","MA",0,-0.482,"-0.316",175,1,0,154,0.9884894490242,0.996969696969697,-0.601672291755676,0,99.4318181818182,100,99.7159090909091,"House"
"1852","21401","JOLLY, David W.","200","FL",0,0.23,"0.058",73,4,7,71,0.80953049659729,0.929032258064516,0.418346613645554,0,94.8051948051948,91.025641025641,92.9154179154179,"House"
"1853","21377","CLAWSON, Curt","200","FL",0,0.626,"-0.509",81,2,1,69,0.924750328063965,0.980392156862745,0.690231204032898,0,97.5903614457831,98.5714285714286,98.0808950086059,"House"
"1854","21536","NORCROSS, Donald","100","NJ",0,-0.421,"0.328",152,0,1,130,0.986204624176025,0.996466431095406,-0.468536078929901,0,100,99.236641221374,99.618320610687,"House"
"1855","21545","ADAMS, Alma","100","NC",0,-0.468,"0.017",142,1,0,126,0.985101342201233,0.996282527881041,-0.519720137119293,0,99.3006993006993,100,99.6503496503497,"House"
"1856","21553","BRAT, David A.","200","VA",0,0.829,"-0.325",108,2,0,105,0.953828930854797,0.990697674418605,0.957157075405121,0,98.1818181818182,100,99.0909090909091,"House"
"1857","21522","ABRAHAM, Ralph","200","LA",0,0.541,"0.257",113,4,1,110,0.946024298667908,0.978070175438597,0.794961512088776,0,96.5811965811966,99.0990990990991,97.8401478401478,"House"
"1858","21506","AGUILAR, Peter Rey","100","CA",0,-0.31,"0.141",144,3,0,121,0.955723404884338,0.988805970149254,-0.387341052293777,0,97.9591836734694,100,98.9795918367347,"House"
"1859","21516","ALLEN, Rick W.","200","GA",0,0.692,"0.291",123,1,1,137,0.967987477779388,0.99236641221374,0.905544757843018,0,99.1935483870968,99.2753623188406,99.2344553529687,"House"
"1860","21533","ASHFORD, John Bradley","100","NE",0,-0.185,"0.441",54,10,15,44,0.646835088729858,0.796747967479675,0.0493010394275188,0,84.375,74.5762711864407,79.4756355932203,"House"
"1861","21551","BABIN, Brian","200","TX",0,0.711,"0.074",127,3,3,128,0.944054841995239,0.977011494252874,0.818355321884155,0,97.6923076923077,97.7099236641221,97.7011156782149,"House"
"1862","21554","BEYER, Donald Sternoff Jr.","100","VA",0,-0.385,"-0.095",146,1,0,121,0.989913702011108,0.996268656716418,-0.550449967384338,0,99.3197278911565,100,99.6598639455782,"House"
"1863","21527","BISHOP, Michael Dean","200","MI",0,0.451,"0.095",99,4,2,99,0.890352547168732,0.970588235294118,0.592408418655396,0,96.1165048543689,98.019801980198,97.0681534172835,"House"
"1864","21520","BLUM, Rod","200","IA",0,0.527,"-0.488",101,2,8,92,0.801548302173615,0.950738916256158,0.595177292823792,0,98.0582524271845,92,95.0291262135922,"House"
"1865","21519","BOST, Mike","200","IL",0,0.384,"0.031",128,9,4,122,0.895172834396362,0.950570342205323,0.634467720985413,0,93.4306569343066,96.8253968253968,95.1280268798517,"House"
"1866","21548","BOYLE, Brendan Francis","100","PA",0,-0.391,"0.139",145,2,1,121,0.964905440807343,0.988847583643123,-0.542487025260925,0,98.6394557823129,99.1803278688525,98.9098918255827,"House"
"1867","21510","BUCK, Kenneth Robert","200","CO",0,0.656,"-0.431",116,2,4,129,0.926533281803131,0.97609561752988,0.953345358371735,0,98.3050847457627,96.9924812030075,97.6487829743851,"House"
"1868","21513","CARTER, Buddy","200","GA",0,0.562,"0.317",129,4,7,124,0.925033569335938,0.958333333333333,0.739518821239471,0,96.9924812030075,94.6564885496183,95.8244848763129,"House"
"1869","21555","COMSTOCK, Barbara J.","200","VA",0,0.276,"0.389",90,8,2,99,0.908817768096924,0.949748743718593,0.563025593757629,0,91.8367346938776,98.019801980198,94.9282683370378,"House"
"1870","21547","COSTELLO, Ryan","200","PA",0,0.217,"-0.055",73,14,15,96,0.714199960231781,0.853535353535353,0.338447988033295,0,83.9080459770115,86.4864864864865,85.197266231749,"House"
"1871","21512","CURBELO, Carlos","200","FL",0,0.211,"-0.185",76,16,29,68,0.613966941833496,0.761904761904762,0.226139575242996,0,82.6086956521739,70.1030927835051,76.3558942178395,"House"
"1872","21504","DESAULNIER, Mark James","100","CA",0,-0.523,"-0.372",147,0,0,123,0.99621570110321,1,-0.841858983039856,0,100,100,100,"House"
"1873","21529","DINGELL, Debbie","100","MI",0,-0.404,"-0.157",147,1,0,121,0.989836812019348,0.996282527881041,-0.551346182823181,0,99.3243243243243,100,99.6621621621622,"House"
"1874","21518","DOLD, Robert","200","IL",0,0.176,"-0.207",37,16,24,47,0.574794232845306,0.67741935483871,0.177034288644791,0,69.811320754717,66.1971830985916,68.0042519266543,"House"
"1875","21531","EMMER, Thomas Earl II","200","MN",0,0.468,"-0.09",123,5,2,131,0.92011958360672,0.973180076628352,0.781623840332031,0,96.09375,98.4962406015038,97.2949953007519,"House"
"1876","21502","GALLEGO, Ruben","100","AZ",0,-0.418,"0.069",143,1,0,120,0.988138020038605,0.996212121212121,-0.74733966588974,0,99.3055555555556,100,99.6527777777778,"House"
"1877","21511","GRAHAM, Gwendolyn (Gwen)","100","FL",0,-0.233,"0.255",59,7,4,56,0.826442778110504,0.912698412698413,-0.222572520375252,0,89.3939393939394,93.3333333333333,91.3636363636364,"House"
"1878","21523","GRAVES, Garret","200","LA",0,0.43,"0.029",124,12,6,120,0.863250613212585,0.931297709923664,0.587621927261353,0,91.1764705882353,95.2380952380952,93.2072829131653,"House"
"1879","21559","GROTHMAN, Glenn","200","WI",0,0.599,"-0.225",124,7,7,129,0.912834525108337,0.947565543071161,0.827421545982361,0,94.6564885496183,94.8529411764706,94.7547148630445,"House"
"1880","21535","GUINTA, Frank","200","NH",0,0.427,"-0.073",63,2,1,60,0.891748130321503,0.976190476190476,0.670785963535309,0,96.9230769230769,98.3606557377049,97.6418663303909,"House"
"1881","21534","HARDY, Cresent Leo","200","NV",0,0.353,"0.209",57,3,0,56,0.941225647926331,0.974137931034483,0.654758036136627,0,95,100,97.5,"House"
"1882","21514","HICE, Jody Brownlow","200","GA",0,0.797,"-0.242",117,2,2,142,0.943222045898438,0.984790874524715,0.947711706161499,0,98.3193277310924,98.6111111111111,98.4652194211018,"House"
"1883","21503","HILL, French","200","AR",0,0.437,"0.27",133,8,6,123,0.901651859283447,0.948148148148148,0.650090754032135,0,94.3262411347518,95.3488372093023,94.837539172027,"House"
"1884","21550","HURD, William Ballard","200","TX",0,0.287,"0.228",124,9,6,111,0.883637249469757,0.94,0.578277587890625,0,93.2330827067669,94.8717948717949,94.0524387892809,"House"
