congress	icpsrlegis	icpsrstate	dist	lstate	party2	name1	name	chamber	south	south11
1	4998	1	0	CONNECT	5000	JOHNSON	"JOHNSON, WILLIAM SAMUEL"	2	0	0
1	2936	1	0	CONNECT	5000	ELLSWORTH	"ELLSWORTH, OLIVER"	2	0	0
1	507	11	0	DELAWAR	4000	BASSETT	"BASSETT, RICHARD"	2	1	0
1	7762	11	0	DELAWAR	5000	READ	"READ, GEORGE"	2	1	0
1	3128	44	0	GEORGIA	4000	FEW	"FEW, WILLIAM"	2	1	1
1	3877	44	0	GEORGIA	4000	GUNN	"GUNN, JAMES -GEORGIA-"	2	1	1
1	1536	52	0	MARYLAN	5000	CARROLL	"CARROLL, CHARLES%OF CARRO"	2	1	0
1	4333	52	0	MARYLAN	5000	HENRY	"HENRY, JOHN -MARYLAND-"	2	1	0
1	2307	3	0	MASSACH	5000	DALTON	"DALTON, TRISTRAM"	2	0	0
1	9028	3	0	MASSACH	5000	STRONG	"STRONG, CALEB"	2	0	0
1	5449	4	0	NEW HAM	5000	LANGDON	"LANGDON, JOHN"	2	0	0
1	10272	4	0	NEW HAM	4000	WINGATE	"WINGATE, PAINE"	2	0	0
1	2943	12	0	NEW JER	5000	ELMER	"ELMER, JONATHAN"	2	0	0
1	7231	12	0	NEW JER	5000	PATERSON	"PATERSON, WILLIAM"	2	0	0
1	2576	12	0	NEW JER	5000	DICKINSON	"DICKINSON, PHILEMON"	2	0	0
1	8282	13	0	NEW YOR	5000	SCHUYLER	"SCHUYLER, PHILIP JOHN"	2	0	0
1	5270	13	0	NEW YOR	5000	KING	"KING, RUFUS"	2	0	0
1	4212	47	0	NORTH C	5000	HAWKINS	"HAWKINS, BENJAMIN"	2	1	1
1	5012	47	0	NORTH C	5000	JOHNSTON	"JOHNSTON, SAMUEL"	2	1	1
1	5891	14	0	PENNSYL	4000	MACLAY	"MACLAY, WILLIAM -PENNSYLV"	2	0	0
1	6712	14	0	PENNSYL	5000	MORRIS	"MORRIS, ROBERT"	2	0	0
1	8845	5	0	RHODE I	4000	STANTON	"STANTON, JOSEPH, JR."	2	0	0
1	3315	5	0	RHODE I	5000	FOSTER	"FOSTER, THEODORE"	2	0	0
1	1346	48	0	SOUTH C	5000	BUTLER	"BUTLER, PIERCE"	2	1	1
1	4837	48	0	SOUTH C	5000	IZARD	"IZARD, RALPH"	2	1	1
1	5565	40	0	VIRGINI	4000	LEE	"LEE, RICHARD HENRY"	2	1	1
1	3771	40	0	VIRGINI	4000	GRAYSON	"GRAYSON, WILLIAM"	2	1	1
1	9747	40	0	VIRGINI	5000	WALKER	"WALKER, JOHN"	2	1	1
1	6594	40	0	VIRGINI	4000	MONROE	"MONROE, JAMES -VIRGINIA-"	2	1	1
2	2936	1	0	CONNECT	5000	ELLSWORTH	"ELLSWORTH, OLIVER"	2	0	0
2	8457	1	0	CONNECT	5000	SHERMAN	"SHERMAN, ROGER"	2	0	0
2	507	11	0	DELAWAR	5000	BASSETT	"BASSETT, RICHARD"	2	1	0
2	7762	11	0	DELAWAR	5000	READ	"READ, GEORGE"	2	1	0
2	3877	44	0	GEORGIA	4000	GUNN	"GUNN, JAMES -GEORGIA-"	2	1	1
2	3128	44	0	GEORGIA	4000	FEW	"FEW, WILLIAM"	2	1	1
2	2866	51	0	KENTUCK	4000	EDWARDS	"EDWARDS, JOHN -KENTUCKY-"	2	1	0
2	1118	51	0	KENTUCK	4000	BROWN	"BROWN, JOHN -VIRGINIA-"	2	1	0
2	4333	52	0	MARYLAN	5000	HENRY	"HENRY, JOHN -MARYLAND-"	2	1	0
2	1536	52	0	MARYLAN	5000	CARROLL	"CARROLL, CHARLES%OF CARRO"	2	1	0
2	7564	52	0	MARYLAN	5000	POTTS	"POTTS, RICHARD"	2	1	0
2	9028	3	0	MASSACH	5000	STRONG	"STRONG, CALEB"	2	0	0
2	1384	3	0	MASSACH	5000	CABOT	"CABOT, GEORGE"	2	0	0
2	5449	4	0	NEW HAM	5000	LANGDON	"LANGDON, JOHN"	2	0	0
2	10272	4	0	NEW HAM	4000	WINGATE	"WINGATE, PAINE"	2	0	0
2	2576	12	0	NEW JER	5000	DICKINSON	"DICKINSON, PHILEMON"	2	0	0
2	8150	12	0	NEW JER	5000	RUTHERFUR	"RUTHERFURD, JOHN"	2	0	0
2	5270	13	0	NEW YOR	5000	KING	"KING, RUFUS"	2	0	0
2	1302	13	0	NEW YOR	4000	BURR	"BURR, AARON"	2	0	0
2	5012	47	0	NORTH C	5000	JOHNSTON	"JOHNSTON, SAMUEL"	2	1	1
2	4212	47	0	NORTH C	4000	HAWKINS	"HAWKINS, BENJAMIN"	2	1	1
2	6712	14	0	PENNSYL	5000	MORRIS	"MORRIS, ROBERT"	2	0	0
2	8845	5	0	RHODE I	4000	STANTON	"STANTON, JOSEPH, JR."	2	0	0
2	3315	5	0	RHODE I	5000	FOSTER	"FOSTER, THEODORE"	2	0	0
2	1346	48	0	SOUTH C	4000	BUTLER	"BUTLER, PIERCE"	2	1	1
2	4837	48	0	SOUTH C	5000	IZARD	"IZARD, RALPH"	2	1	1
2	7989	6	0	VERMONT	4000	ROBINSON	"ROBINSON, MOSES"	2	0	0
2	956	6	0	VERMONT	4000	BRADLEY	"BRADLEY, STEPHEN ROW"	2	0	0
2	6594	40	0	VIRGINI	4000	MONROE	"MONROE, JAMES -VIRGINIA-"	2	1	1
2	5565	40	0	VIRGINI	4000	LEE	"LEE, RICHARD HENRY"	2	1	1
2	9215	40	0	VIRGINI	4000	TAYLOR	"TAYLOR, JOHN -VIRGINIA-"	2	1	1
3	2936	1	0	CONNECT	5000	ELLSWORTH	"ELLSWORTH, OLIVER"	2	0	0
3	8457	1	0	CONNECT	5000	SHERMAN	"SHERMAN, ROGER"	2	0	0
3	6574	1	0	CONNECT	5000	MITCHELL	"MITCHELL, STEPHEN MIX"	2	0	0
3	9676	11	0	DELAWAR	5000	VINING	"VINING, JOHN"	2	1	0
3	5494	11	0	DELAWAR	5000	LATIMER	"LATIMER, HENRY"	2	1	0
3	4854	44	0	GEORGIA	4000	JACKSON	"JACKSON, JAMES -GEORGIA."	2	1	1
3	3877	44	0	GEORGIA	4000	GUNN	"GUNN, JAMES -GEORGIA-"	2	1	1
3	2866	51	0	KENTUCK	4000	EDWARDS	"EDWARDS, JOHN -KENTUCKY-"	2	1	0
3	1118	51	0	KENTUCK	4000	BROWN	"BROWN, JOHN -VIRGINIA-"	2	1	0
3	7564	52	0	MARYLAN	5000	POTTS	"POTTS, RICHARD"	2	1	0
3	4333	52	0	MARYLAN	5000	HENRY	"HENRY, JOHN -MARYLAND-"	2	1	0
3	9028	3	0	MASSACH	5000	STRONG	"STRONG, CALEB"	2	0	0
3	1384	3	0	MASSACH	5000	CABOT	"CABOT, GEORGE"	2	0	0
3	5449	4	0	NEW HAM	4000	LANGDON	"LANGDON, JOHN"	2	0	0
3	5713	4	0	NEW HAM	5000	LIVERMORE	"LIVERMORE, SAMUEL"	2	0	0
3	3361	12	0	NEW JER	5000	FRELINGHU	"FRELINGHUYSEN, FREDERICK"	2	0	0
3	8150	12	0	NEW JER	5000	RUTHERFUR	"RUTHERFURD, JOHN"	2	0	0
3	5270	13	0	NEW YOR	5000	KING	"KING, RUFUS"	2	0	0
3	1302	13	0	NEW YOR	4000	BURR	"BURR, AARON"	2	0	0
3	4212	47	0	NORTH C	4000	HAWKINS	"HAWKINS, BENJAMIN"	2	1	1
3	6012	47	0	NORTH C	4000	MARTIN	"MARTIN, ALEXANDER"	2	1	1
3	6712	14	0	PENNSYL	5000	MORRIS	"MORRIS, ROBERT"	2	0	0
3	3437	14	0	PENNSYL	4000	GALLATIN	"GALLATIN, ALBERT"	2	0	0
3	8070	14	0	PENNSYL	5000	ROSS	"ROSS, JAMES"	2	0	0
3	951	5	0	RHODE I	5000	BRADFORD	"BRADFORD, WILLIAM"	2	0	0
3	3315	5	0	RHODE I	5000	FOSTER	"FOSTER, THEODORE"	2	0	0
3	1346	48	0	SOUTH C	4000	BUTLER	"BUTLER, PIERCE"	2	1	1
3	4837	48	0	SOUTH C	5000	IZARD	"IZARD, RALPH"	2	1	1
3	7989	6	0	VERMONT	4000	ROBINSON	"ROBINSON, MOSES"	2	0	0
3	956	6	0	VERMONT	4000	BRADLEY	"BRADLEY, STEPHEN ROW"	2	0	0
3	9215	40	0	VIRGINI	4000	TAYLOR	"TAYLOR, JOHN -VIRGINIA-"	2	1	1
3	6594	40	0	VIRGINI	4000	MONROE	"MONROE, JAMES -VIRGINIA-"	2	1	1
3	9238	40	0	VIRGINI	4000	TAZEWELL	"TAZEWELL, HENRY"	2	1	1
4	9489	1	0	CONNECT	1	TRUMBULL	"TRUMBULL, JONATHAN"	2	0	0
4	2936	1	0	CONNECT	1	ELLSWORTH	"ELLSWORTH, OLIVER"	2	0	0
4	4433	1	0	CONNECT	1	HILLHOUSE	"HILLHOUSE, JAMES"	2	0	0
4	9452	1	0	CONNECT	1	TRACY	"TRACY, URIAH"	2	0	0
4	9676	11	0	DELAWAR	1	VINING	"VINING, JOHN"	2	1	0
4	5494	11	0	DELAWAR	1	LATIMER	"LATIMER, HENRY"	2	1	0
4	3877	44	0	GEORGIA	1	GUNN	"GUNN, JAMES -GEORGIA-"	2	1	1
4	4854	44	0	GEORGIA	200	JACKSON	"JACKSON, JAMES -GEORGIA."	2	1	1
4	9796	44	0	GEORGIA	1	WALTON	"WALTON, GEORGE"	2	1	1
4	9189	44	0	GEORGIA	200	TATTNALL	"TATTNALL, JOSIAH"	2	1	1
4	6000	51	0	KENTUCK	1	MARSHALL	"MARSHALL, HUMPHREY -KENTU"	2	1	0
4	1118	51	0	KENTUCK	200	BROWN	"BROWN, JOHN -VIRGINIA-"	2	1	0
4	4333	52	0	MARYLAN	1	HENRY	"HENRY, JOHN -MARYLAND-"	2	1	0
4	7564	52	0	MARYLAN	1	POTTS	"POTTS, RICHARD"	2	1	0
4	4628	52	0	MARYLAN	1	HOWARD	"HOWARD, JOHN EAGER"	2	1	0
4	9028	3	0	MASSACH	1	STRONG	"STRONG, CALEB"	2	0	0
4	1384	3	0	MASSACH	1	CABOT	"CABOT, GEORGE"	2	0	0
4	8344	3	0	MASSACH	1	SEDGWICK	"SEDGWICK, THEODORE"	2	0	0
4	3674	3	0	MASSACH	1	GOODHUE	"GOODHUE, BENJAMIN"	2	0	0
4	5449	4	0	NEW HAM	200	LANGDON	"LANGDON, JOHN"	2	0	0
4	5713	4	0	NEW HAM	1	LIVERMORE	"LIVERMORE, SAMUEL"	2	0	0
4	8150	12	0	NEW JER	1	RUTHERFUR	"RUTHERFURD, JOHN"	2	0	0
4	3361	12	0	NEW JER	1	FRELINGHU	"FRELINGHUYSEN, FREDERICK"	2	0	0
4	8964	12	0	NEW JER	1	STOCKTON	"STOCKTON, RICHARD -NEW JE"	2	0	0
4	1302	13	0	NEW YOR	200	BURR	"BURR, AARON"	2	0	0
4	5270	13	0	NEW YOR	1	KING	"KING, RUFUS"	2	0	0
4	5498	13	0	NEW YOR	1	LAURANCE	"LAURANCE, JOHN"	2	0	0
4	6012	47	0	NORTH C	200	MARTIN	"MARTIN, ALEXANDER"	2	1	1
4	800	47	0	NORTH C	200	BLOODWORT	"BLOODWORTH, TIMOTHY"	2	1	1
4	8070	14	0	PENNSYL	1	ROSS	"ROSS, JAMES"	2	0	0
4	719	14	0	PENNSYL	1	BINGHAM	"BINGHAM, WILLIAM"	2	0	0
4	951	5	0	RHODE I	1	BRADFORD	"BRADFORD, WILLIAM"	2	0	0
4	3315	5	0	RHODE I	1	FOSTER	"FOSTER, THEODORE"	2	0	0
4	7763	48	0	SOUTH C	1	READ	"READ, JACOB"	2	1	1
4	1346	48	0	SOUTH C	200	BUTLER	"BUTLER, PIERCE"	2	1	1
4	4753	48	0	SOUTH C	200	HUNTER	"HUNTER, JOHN"	2	1	1
4	1888	54	0	TENNESS	200	COCKE	"COCKE, WILLIAM"	2	1	1
4	806	54	0	TENNESS	200	BLOUNT	"BLOUNT, WILLIAM"	2	1	1
4	7164	6	0	VERMONT	1	PAINE	"PAINE, ELIJAH"	2	0	0
4	7989	6	0	VERMONT	200	ROBINSON	"ROBINSON, MOSES"	2	0	0
4	9378	6	0	VERMONT	1	TICHENOR	"TICHENOR, ISAAC"	2	0	0
4	9238	40	0	VIRGINI	200	TAZEWELL	"TAZEWELL, HENRY"	2	1	1
4	6063	40	0	VIRGINI	200	MASON	"MASON, STEVENS THOMSON"	2	1	1
5	4433	1	0	CONNECT	1	HILLHOUSE	"HILLHOUSE, JAMES"	2	0	0
5	9452	1	0	CONNECT	1	TRACY	"TRACY, URIAH"	2	0	0
5	5494	11	0	DELAWAR	1	LATIMER	"LATIMER, HENRY"	2	1	0
5	9676	11	0	DELAWAR	1	VINING	"VINING, JOHN"	2	1	0
5	1823	11	0	DELAWAR	1	CLAYTON	"CLAYTON, JOSHUA"	2	1	0
5	9947	11	0	DELAWAR	1	WELLS	"WELLS, WILLIAM HILL"	2	1	0
5	3877	44	0	GEORGIA	1	GUNN	"GUNN, JAMES -GEORGIA-"	2	1	1
5	9189	44	0	GEORGIA	200	TATTNALL	"TATTNALL, JOSIAH"	2	1	1
5	1118	51	0	KENTUCK	200	BROWN	"BROWN, JOHN -VIRGINIA-"	2	1	0
5	6000	51	0	KENTUCK	1	MARSHALL	"MARSHALL, HUMPHREY -KENTU"	2	1	0
5	4628	52	0	MARYLAN	1	HOWARD	"HOWARD, JOHN EAGER"	2	1	0
5	4333	52	0	MARYLAN	1	HENRY	"HENRY, JOHN -MARYLAND-"	2	1	0
5	5725	52	0	MARYLAN	1	LLOYD	"LLOYD, JAMES -MARYLAND-"	2	1	0
5	8344	3	0	MASSACH	1	SEDGWICK	"SEDGWICK, THEODORE"	2	0	0
5	3674	3	0	MASSACH	1	GOODHUE	"GOODHUE, BENJAMIN"	2	0	0
5	5713	4	0	NEW HAM	1	LIVERMORE	"LIVERMORE, SAMUEL"	2	0	0
5	5449	4	0	NEW HAM	200	LANGDON	"LANGDON, JOHN"	2	0	0
5	8964	12	0	NEW JER	1	STOCKTON	"STOCKTON, RICHARD -NEW JE"	2	0	0
5	8150	12	0	NEW JER	1	RUTHERFUR	"RUTHERFURD, JOHN"	2	0	0
5	2351	12	0	NEW JER	1	DAVENPORT	"DAVENPORT, FRANKLIN"	2	0	0
5	5498	13	0	NEW YOR	1	LAURANCE	"LAURANCE, JOHN"	2	0	0
5	8282	13	0	NEW YOR	1	SCHUYLER	"SCHUYLER, PHILIP JOHN"	2	0	0
5	4469	13	0	NEW YOR	1	HOBART	"HOBART, JOHN SLOSS"	2	0	0
5	6963	13	0	NEW YOR	1	NORTH	"NORTH, WILLIAM"	2	0	0
5	9874	13	0	NEW YOR	1	WATSON	"WATSON, JAMES"	2	0	0
5	800	47	0	NORTH C	200	BLOODWORT	"BLOODWORTH, TIMOTHY"	2	1	1
5	6012	47	0	NORTH C	200	MARTIN	"MARTIN, ALEXANDER"	2	1	1
5	8070	14	0	PENNSYL	1	ROSS	"ROSS, JAMES"	2	0	0
5	719	14	0	PENNSYL	1	BINGHAM	"BINGHAM, WILLIAM"	2	0	0
5	3315	5	0	RHODE I	1	FOSTER	"FOSTER, THEODORE"	2	0	0
5	951	5	0	RHODE I	1	BRADFORD	"BRADFORD, WILLIAM"	2	0	0
5	3791	5	0	RHODE I	1	GREENE	"GREENE, RAY"	2	0	0
5	7763	48	0	SOUTH C	1	READ	"READ, JACOB"	2	1	1
5	4753	48	0	SOUTH C	200	HUNTER	"HUNTER, JOHN"	2	1	1
5	7455	48	0	SOUTH C	200	PINCKNEY	"PINCKNEY, CHARLES"	2	1	1
5	806	54	0	TENNESS	200	BLOUNT	"BLOUNT, WILLIAM"	2	1	1
5	1888	54	0	TENNESS	200	COCKE	"COCKE, WILLIAM"	2	1	1
5	4843	54	0	TENNESS	200	JACKSON	"JACKSON, ANDREW"	2	1	1
5	174	54	0	TENNESS	200	ANDERSON	"ANDERSON, JOSEPH"	2	1	1
5	8608	54	0	TENNESS	200	SMITH	"SMITH, DANIEL"	2	1	1
5	7164	6	0	VERMONT	1	PAINE	"PAINE, ELIJAH"	2	0	0
5	9378	6	0	VERMONT	1	TICHENOR	"TICHENOR, ISAAC"	2	0	0
5	1706	6	0	VERMONT	1	CHIPMAN	"CHIPMAN, NATHANIEL"	2	0	0
5	9238	40	0	VIRGINI	200	TAZEWELL	"TAZEWELL, HENRY"	2	1	1
5	6063	40	0	VIRGINI	200	MASON	"MASON, STEVENS THOMSON"	2	1	1
6	9452	1	0	CONNECT	1	TRACY	"TRACY, URIAH"	2	0	0
6	4433	1	0	CONNECT	1	HILLHOUSE	"HILLHOUSE, JAMES"	2	0	0
6	9947	11	0	DELAWAR	1	WELLS	"WELLS, WILLIAM HILL"	2	1	0
6	5494	11	0	DELAWAR	1	LATIMER	"LATIMER, HENRY"	2	1	0
6	3877	44	0	GEORGIA	1	GUNN	"GUNN, JAMES -GEORGIA-"	2	1	1
6	379	44	0	GEORGIA	200	BALDWIN	"BALDWIN, ABRAHAM"	2	1	1
6	6000	51	0	KENTUCK	1	MARSHALL	"MARSHALL, HUMPHREY -KENTU"	2	1	0
6	1118	51	0	KENTUCK	200	BROWN	"BROWN, JOHN -VIRGINIA-"	2	1	0
6	4628	52	0	MARYLAN	1	HOWARD	"HOWARD, JOHN EAGER"	2	1	0
6	5725	52	0	MARYLAN	1	LLOYD	"LLOYD, JAMES -MARYLAND-"	2	1	0
6	4441	52	0	MARYLAN	1	HINDMAN	"HINDMAN, WILLIAM"	2	1	0
6	2550	3	0	MASSACH	1	DEXTER	"DEXTER, SAMUEL"	2	0	0
6	3674	3	0	MASSACH	1	GOODHUE	"GOODHUE, BENJAMIN"	2	0	0
6	3303	3	0	MASSACH	1	"FOSTER, D"	"FOSTER, DWIGHT"	2	0	0
6	6058	3	0	MASSACH	1	MASON	"MASON, JONATHAN"	2	0	0
6	5713	4	0	NEW HAM	1	LIVERMORE	"LIVERMORE, SAMUEL"	2	0	0
6	5449	4	0	NEW HAM	200	LANGDON	"LANGDON, JOHN"	2	0	0
6	2440	12	0	NEW JER	1	DAYTON	"DAYTON, JONATHAN"	2	0	0
6	8278	12	0	NEW JER	1	SCHUREMAN	"SCHUREMAN, JAMES"	2	0	0
6	7029	12	0	NEW JER	1	OGDEN	"OGDEN, AARON"	2	0	0
6	9874	13	0	NEW YOR	1	WATSON	"WATSON, JAMES"	2	0	0
6	5498	13	0	NEW YOR	1	LAURANCE	"LAURANCE, JOHN"	2	0	0
6	6703	13	0	NEW YOR	1	MORRIS	"MORRIS, GOUVERNEUR"	2	0	0
6	233	13	0	NEW YOR	200	ARMSTRONG	"ARMSTRONG, JOHN -NEW YORK"	2	0	0
6	800	47	0	NORTH C	200	BLOODWORT	"BLOODWORTH, TIMOTHY"	2	1	1
6	3342	47	0	NORTH C	200	FRANKLIN	"FRANKLIN, JESSE"	2	1	1
6	8070	14	0	PENNSYL	1	ROSS	"ROSS, JAMES"	2	0	0
6	719	14	0	PENNSYL	1	BINGHAM	"BINGHAM, WILLIAM"	2	0	0
6	3315	5	0	RHODE I	1	"FOSTER, T"	"FOSTER, THEODORE"	2	0	0
6	3791	5	0	RHODE I	1	GREENE	"GREENE, RAY"	2	0	0
6	7455	48	0	SOUTH C	200	PINCKNEY	"PINCKNEY, CHARLES"	2	1	1
6	7763	48	0	SOUTH C	1	READ	"READ, JACOB"	2	1	1
6	1888	54	0	TENNESS	200	COCKE	"COCKE, WILLIAM"	2	1	1
6	174	54	0	TENNESS	200	ANDERSON	"ANDERSON, JOSEPH"	2	1	1
6	7164	6	0	VERMONT	1	PAINE	"PAINE, ELIJAH"	2	0	0
6	1706	6	0	VERMONT	1	CHIPMAN	"CHIPMAN, NATHANIEL"	2	0	0
6	6913	40	0	VIRGINI	200	NICHOLAS	"NICHOLAS, WILSON CARY"	2	1	1
6	6063	40	0	VIRGINI	200	MASON	"MASON, STEVENS THOMSON"	2	1	1
7	9452	1	0	CONNECT	1	"TRACY, U."	"TRACY, URIAH"	2	0	0
7	4433	1	0	CONNECT	1	HILLHOUSE	"HILLHOUSE, JAMES"	2	0	0
7	10043	11	0	DELAWAR	1	"WHITE, S."	"WHITE, SAMUEL"	2	1	0
7	9947	11	0	DELAWAR	1	"WELLS, W."	"WELLS, WILLIAM HILL"	2	1	0
7	379	44	0	GEORGIA	200	"BALDWIN,"	"BALDWIN, ABRAHAM"	2	1	1
7	4854	44	0	GEORGIA	200	"JACKSON,"	"JACKSON, JAMES -GEORGIA."	2	1	1
7	1118	51	0	KENTUCK	200	"BROWN, J."	"BROWN, JOHN -VIRGINIA-"	2	1	0
7	994	51	0	KENTUCK	200	BRECKENRI	"BRECKINRIDGE, JOHN"	2	1	0
7	4628	52	0	MARYLAN	1	"HOWARD,J."	"HOWARD, JOHN EAGER"	2	1	0
7	4441	52	0	MARYLAN	1	"HINDMAN,"	"HINDMAN, WILLIAM"	2	1	0
7	10396	52	0	MARYLAN	200	"WRIGHT, R"	"WRIGHT, ROBERT"	2	1	0
7	3303	3	0	MASSACH	1	"FOSTER, D"	"FOSTER, DWIGHT"	2	0	0
7	6058	3	0	MASSACH	1	"MASON, J."	"MASON, JONATHAN"	2	0	0
7	8423	4	0	NEW HAM	1	"SHEAFE, J"	"SHEAFE, JAMES"	2	0	0
7	7493	4	0	NEW HAM	1	"PLUMER, W"	"PLUMER, WILLIAM"	2	0	0
7	7048	4	0	NEW HAM	1	"OLCOTT, S"	"OLCOTT, SIMEON"	2	0	0
7	2440	12	0	NEW JER	1	"DAYTON, J"	"DAYTON, JONATHAN"	2	0	0
7	7029	12	0	NEW JER	1	"OGDEN, A."	"OGDEN, AARON"	2	0	0
7	6703	13	0	NEW YOR	1	"MORRIS, G"	"MORRIS, GOUVERNEUR"	2	0	0
7	233	13	0	NEW YOR	200	ARMSTRONG	"ARMSTRONG, JOHN -NEW YORK"	2	0	0
7	1847	13	0	NEW YOR	200	"CLINTON,D"	"CLINTON, DE WITT"	2	0	0
7	8977	47	0	NORTH C	200	"STONE, D."	"STONE, DAVID"	2	1	1
7	3342	47	0	NORTH C	200	"FRANKLIN,"	"FRANKLIN, JESSE"	2	1	1
7	8070	14	0	PENNSYL	1	"ROSS, J."	"ROSS, JAMES"	2	0	0
7	5744	14	0	PENNSYL	200	"LOGAN, G."	"LOGAN, GEORGE"	2	0	0
7	3315	5	0	RHODE I	200	"FOSTER, T"	"FOSTER, THEODORE"	2	0	0
7	2903	5	0	RHODE I	200	"ELLERY, C"	"ELLERY, CHRISTOPHER"	2	0	0
7	1939	48	0	SOUTH C	200	"COLHOUN,J"	"COLHOUN, JOHN EWING"	2	1	1
7	7455	48	0	SOUTH C	200	"PINCKNEY,"	"PINCKNEY, CHARLES"	2	1	1
7	9088	48	0	SOUTH C	200	"SUMTER, T"	"SUMTER, THOMAS"	2	1	1
7	1888	54	0	TENNESS	200	"COCKE, W."	"COCKE, WILLIAM"	2	1	1
7	174	54	0	TENNESS	200	"ANDERSON,"	"ANDERSON, JOSEPH"	2	1	1
7	1706	6	0	VERMONT	1	"CHIPMAN,"	"CHIPMAN, NATHANIEL"	2	0	0
7	956	6	0	VERMONT	200	"BRADLEY,S"	"BRADLEY, STEPHEN ROW"	2	0	0
7	6913	40	0	VIRGINI	200	"NICHOLAS,"	"NICHOLAS, WILSON CARY"	2	1	1
7	6063	40	0	VIRGINI	200	"MASON, S."	"MASON, STEVENS THOMSON"	2	1	1
8	9452	1	0	CONNECT	1	"TRACY, U."	"TRACY, URIAH"	2	0	0
8	4433	1	0	CONNECT	1	HILLHOUSE	"HILLHOUSE, JAMES"	2	0	0
8	10043	11	0	DELAWAR	1	"WHITE, S."	"WHITE, SAMUEL"	2	1	0
8	9947	11	0	DELAWAR	1	"WELLS, W."	"WELLS, WILLIAM HILL"	2	1	0
8	524	11	0	DELAWAR	1	"BAYARD, J"	"BAYARD, JAMES ASHETON SR."	2	1	0
8	379	44	0	GEORGIA	200	"BALDWIN,"	"BALDWIN, ABRAHAM"	2	1	1
8	4854	44	0	GEORGIA	200	"JACKSON,"	"JACKSON, JAMES -GEORGIA."	2	1	1
8	994	51	0	KENTUCK	200	BRECKINRI	"BRECKINRIDGE, JOHN"	2	1	0
8	1118	51	0	KENTUCK	200	"BROWN, J."	"BROWN, JOHN -VIRGINIA-"	2	1	0
8	8678	52	0	MARYLAN	200	"SMITH, S."	"SMITH, SAMUEL -MARYLAND-"	2	1	0
8	10396	52	0	MARYLAN	200	"WRIGHT, R"	"WRIGHT, ROBERT"	2	1	0
8	7428	3	0	MASSACH	1	PICKERING	"PICKERING, TIMOTHY"	2	0	0
8	34	3	0	MASSACH	1	"ADAMS, J."	"ADAMS, JOHN QUINCY"	2	0	0
8	7493	4	0	NEW HAM	1	"PLUMER, W"	"PLUMER, WILLIAM"	2	0	0
8	7048	4	0	NEW HAM	1	"OLCOTT, S"	"OLCOTT, SIMEON"	2	0	0
8	2440	12	0	NEW JER	1	"DAYTON, J"	"DAYTON, JONATHAN"	2	0	0
8	1974	12	0	NEW JER	200	"CONDIT, J"	"CONDIT, JOHN"	2	0	0
8	1847	13	0	NEW YOR	200	"CLINTON,"	"CLINTON, DE WITT"	2	0	0
8	351	13	0	NEW YOR	200	"BAILEY, T"	"BAILEY, THEODORUS"	2	0	0
8	8647	13	0	NEW YOR	200	"SMITH, J."	"SMITH, JOHN -NEW YORK-"	2	0	0
8	6577	13	0	NEW YOR	200	MITCHILL	"MITCHILL, SAMUEL LATHAM"	2	0	0
8	233	13	0	NEW YOR	200	ARMSTRONG	"ARMSTRONG, JOHN -NEW YORK"	2	0	0
8	3342	47	0	NORTH C	200	FRANKLIN	"FRANKLIN, JESSE"	2	1	1
8	8977	47	0	NORTH C	200	"STONE, D."	"STONE, DAVID"	2	1	1
8	8645	24	0	OHIO	200	"SMITH, J."	"SMITH, JOHN -OHIO-"	2	0	0
8	10379	24	0	OHIO	200	WORTHINGT	"WORTHINGTON, THOMAS"	2	0	0
8	5744	14	0	PENNSYL	200	"LOGAN, G."	"LOGAN, GEORGE"	2	0	0
8	5890	14	0	PENNSYL	200	"MACLAY, S"	"MACLAY, SAMUEL"	2	0	0
8	2903	5	0	RHODE I	200	"ELLERY, C"	"ELLERY, CHRISTOPHER"	2	0	0
8	7559	5	0	RHODE I	200	"POTTER, S"	"POTTER, SAMUEL JOHN"	2	0	0
8	4656	5	0	RHODE I	200	"HOWLAND,"	"HOWLAND, BENJAMIN"	2	0	0
8	9088	48	0	SOUTH C	200	"SUMTER, T"	"SUMTER, THOMAS"	2	1	1
8	1346	48	0	SOUTH C	200	"BUTLER, P"	"BUTLER, PIERCE"	2	1	1
8	3423	48	0	SOUTH C	200	GAILLARD	"GAILLARD, JOHN"	2	1	1
8	174	54	0	TENNESS	200	ANDERSON	"ANDERSON, JOSEPH"	2	1	1
8	1888	54	0	TENNESS	200	"COCKE, W."	"COCKE, WILLIAM"	2	1	1
8	8639	6	0	VERMONT	200	"SMITH, I."	"SMITH, ISRAEL"	2	0	0
8	956	6	0	VERMONT	200	"BRADLEY,"	"BRADLEY, STEPHEN ROW"	2	0	0
8	6913	40	0	VIRGINI	200	NICHOLAS	"NICHOLAS, WILSON CARY"	2	1	1
8	6063	40	0	VIRGINI	200	"MASON, S."	"MASON, STEVENS THOMSON"	2	1	1
8	9215	40	0	VIRGINI	200	"TAYLOR, J"	"TAYLOR, JOHN -VIRGINIA-"	2	1	1
8	9658	40	0	VIRGINI	200	"VENABLE,"	"VENABLE, ABRAHAM BEDFORD"	2	1	1
8	6625	40	0	VIRGINI	200	"MOORE, A."	"MOORE, ANDREW"	2	1	1
